node_id,type,text,level,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
Q_1232,Query,,query,,,,"In appointment letter, the notice period is mentioned for 3 months but not clearly written if it is after probation or from the starting. Now i want to quit before completion of probation. What harm my current company can cause to me?( Bangalore, Karnataka )","A.Dear Sir,You may not get decent feedback to your next employer and you may not get experience certificate and exist certificate. These are the risks.","A.Dear Sir,You may not get decent feedback to your next employer and you may not get experience certificate and exist certificate. These are the risks.","A.Dear Sir,You may not get decent feedback to your next employer and you may not get experience certificate and exist certificate. These are the risks."
Q_1233,Query,,query,,,,"Due to not applying the attendance for 28 days last month, I got only salary for 2 days. However, now I have talked to my manager and got the attendance corrected for the remaining 28 days. I have also requested the higher manager to grant the lost salary in upcoming month's salary slip.
What is the legal action I can take if they still don't approve the salary?( Mangalore, Karnataka )","Dear Client,The Payment of Wages Act enacted in 1936 guarantees that workers receive their pay on schedule. The worker or employee is also entitled to interest on the amount owed for the delay in giving the salary or wages if the employer refuses to pay or postpones paying the worker or salary. Or you can approach the Labour Commissioner Officer regarding the unfair practice of the company for the remedy.Thank You.","Dear Client,If the Company does not approve and pay your salary for the intervening period of 28 days despite your written request and follow-up, then if you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act, reach out to the office of the Labour Enforcement Officer(LEO) or Labour Commissioner concerned for filing a complaint against the Company over alleged arbitrary action and unfair labour practice, serving a legal notice to the company for redressal of your grievance. Apart from this, you can also file an application u/s.33C(2) of I D Act before the concerned Labour Court for recovery of dues(Salary) from the Company. Provided that every such application shall be made before the labour court within one year from the date on which the money became due to the workman from the employer/Company.","Dear Client,The Payment of Wages Act enacted in 1936 guarantees that workers receive their pay on schedule. The worker or employee is also entitled to interest on the amount owed for the delay in giving the salary or wages if the employer refuses to pay or postpones paying the worker or salary. Or you can approach the Labour Commissioner Officer regarding the unfair practice of the company for the remedy.Thank You."
Q_1234,Query,,query,,,,"Dear sir I am facing problem with my boss from many days and been continuously asking to resign from last few days and been intermidated to terminate from the job please consult me with the right guidance as I want to serve some notice period at least of 7 days( Aurangabad, Maharashtra )",Without any sufficient cause your Boss must not do it. If you feel such intimidated you should  act on it legally and take further action,"Sir,You should file complaint before labour commissioner of your jurisdiction.Please don't leave the job without any ground.",Without any sufficient cause your Boss must not do it. If you feel such intimidated you should  act on it legally and take further action
Q_1235,Query,,query,,,,"hi i have joined an organization in oct 2022 they said to sign a bond of 2 years on 100 rupees stamp paper and due to job need i signed, but i didnt get good increment in 2023, and work culture also i didnt like so i resigned my job at july 5th and my notice will complete in oct 2024. as i signed bond 2 years so i thought till oct 2024 i woked and fullfille the bond. but now employer is saying till oct 2024 u should work and on oct 10th 2024 u can resign and again should serve 3 months of notice. and i resigned they are asking me 3 months of gross pay. so i need a sugesstion should i pay them( Nizamabad, Telangana )","Dear Client,A service/employment bond itself does not create any relationship between an employer and an employee unless and until it is followed by the essential steps required to make the Bond valid and enforceable under the law. The validity of Employment bonds can be challenged based on Section 27 of the Indian Contract Act,1872 which prohibits any agreement in restraint of trade and profession. The law states that an agreement (employment bond) will be illegal only if it restrains someone from exercising a lawful profession/ trade/ business. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels the employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid. The employee has the right to resign from the employment even if he has agreed to the employment bond to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for un-liquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the prevailing situation, if you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then after serving a legal notice to the Company, reach out to the office of the concerned Labour Commissioner for filing a complaint against the employer over alleged unfair labour practice to resolve the grievance. But, if you were holding the position of Manager or Administrator in the Company, you have to file a civil suit before the Civil Court for desired relief in the matter.","Dear Client,The bond you signed on a ₹100 stamp paper is meant to ensure that you remain with the company for two years. It generally includes conditions like paying a penalty if you leave before completing the bond period. A bond on a ₹100 stamp paper may not hold up in court if it is deemed unreasonable or if it violates the principles of free employment. However, if the bond was for training expenses or other justified costs incurred by the company, it could be enforceable. If your employment contract states that you must serve a 3-month notice period, then technically, the employer can enforce this. However, this should be applicable only once, not an additional 3 months after completing the bond. If your employer is asking for an additional notice period after the bond is completed, this is not standard practice and may not be legally enforceable unless explicitly stated in your contract or bond.  Request for a clear explanation from your employer regarding why they are asking for a second notice period after the bond period. Review your contract and bond agreement carefully to understand the terms. If the bond or notice period demand is deemed unreasonable or unenforceable, you can challenge it legally. Many employment bonds, especially those that are one-sided or harsh, may not be upheld in court. We hope that our response is helpful to you.","Dear Client,The bond you signed on a ₹100 stamp paper is meant to ensure that you remain with the company for two years. It generally includes conditions like paying a penalty if you leave before completing the bond period. A bond on a ₹100 stamp paper may not hold up in court if it is deemed unreasonable or if it violates the principles of free employment. However, if the bond was for training expenses or other justified costs incurred by the company, it could be enforceable. If your employment contract states that you must serve a 3-month notice period, then technically, the employer can enforce this. However, this should be applicable only once, not an additional 3 months after completing the bond. If your employer is asking for an additional notice period after the bond is completed, this is not standard practice and may not be legally enforceable unless explicitly stated in your contract or bond.  Request for a clear explanation from your employer regarding why they are asking for a second notice period after the bond period. Review your contract and bond agreement carefully to understand the terms. If the bond or notice period demand is deemed unreasonable or unenforceable, you can challenge it legally. Many employment bonds, especially those that are one-sided or harsh, may not be upheld in court. We hope that our response is helpful to you."
Q_1236,Query,,query,,,,"I haven't served notice period of 30 days due sudden health issues. I returned the company asset as per their request. They are not giving relieving letter. I told them if you are not settling F&F it's ok atleast provide me the relieving letter.( Bangalore, Karnataka )","Dear Client,Regardless of reasons, on cessation of employment either by resignation or termination, an employee is entitled to an experience certificate, relieving letter and F & F settlement dues from the employer within 30 days of the last working days (LWD) and denial of which amounted to unfair labour practices as defined under Section 2(ra) of the Industrial Dispute Act, 1947. Section 73 of the Indian Contract Act,1872 makes provision for un-liquidated damages (not stipulated in a contract), and Section 74 of the said Act deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the prevailing situation, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. serving a legal notice to the Company reach out to the office of the concerned Labour Commissioner or the office of the Chief Inspector, Shops and Establishments, as the case may be, to file a complaint against the company over alleged unfair labour practice for redressal of your grievance, Further, SAMADHAN Portal was launched by the Ministry of Labour and Employment for facilitating filing of industrial disputes by the workmen, employers and trade unions under the Industrial Disputes Act, 1947. The online portal has a user-friendly interface and has enhanced transparency and efficiency of grievance resolution for all stakeholders. The workmen/trade unions/stakeholders can file their disputes and claims by logging into the portal through the UMANG app and also by visiting the nearest Common Services Centres. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking appropriate relief in the matter.","Dear SirPlease approach the following authority or similar authority in a stateThe Office Commissioner of LabourKarmika Bhavan, Dairy Circle,Bannerghatta Road, Bangalore-29.080-29753078[email protected]Addresses of Labor Inspectors in Bengaluru in different locationshttps://karmikaspandana.karnataka.gov.in/page/Contact+Us/Labour+Inspector/enhttps://clc.gov.in/clc/regional-offices/bangalore#:~:text=1.&text=Shram%20Sadan%2C%203rd%20Main%2C%203rd,Yeswanthpur%2C%20Bangalore%2D560022..=======================================================================Section 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.- (relevant section 12(2) of ID Act)(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliationofficer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]*****","Dear Client,Regardless of reasons, on cessation of employment either by resignation or termination, an employee is entitled to an experience certificate, relieving letter and F & F settlement dues from the employer within 30 days of the last working days (LWD) and denial of which amounted to unfair labour practices as defined under Section 2(ra) of the Industrial Dispute Act, 1947. Section 73 of the Indian Contract Act,1872 makes provision for un-liquidated damages (not stipulated in a contract), and Section 74 of the said Act deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the prevailing situation, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. serving a legal notice to the Company reach out to the office of the concerned Labour Commissioner or the office of the Chief Inspector, Shops and Establishments, as the case may be, to file a complaint against the company over alleged unfair labour practice for redressal of your grievance, Further, SAMADHAN Portal was launched by the Ministry of Labour and Employment for facilitating filing of industrial disputes by the workmen, employers and trade unions under the Industrial Disputes Act, 1947. The online portal has a user-friendly interface and has enhanced transparency and efficiency of grievance resolution for all stakeholders. The workmen/trade unions/stakeholders can file their disputes and claims by logging into the portal through the UMANG app and also by visiting the nearest Common Services Centres. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking appropriate relief in the matter."
Q_1237,Query,,query,,,,"I am a mbbs graduate from University College of medical sciences, Delhi currently doing one year compulsory rotatory internship in the associated hospital GTB, delhi in Dilshad garden. I have been posted in the department of medicine since January 1 to 29 February for a period of 2 months (including 15 days in department of psychiatry) A post graduate student (MD 2nd year in department of medicine) constantly threatens me , abuses me that will not let me have the internship completion certificate (which is compulsory for the award of mbbs degree) even when I am doing all duties, he has clearly announced that will mark me absent even for the day I did a 12 hour night emergency duty. His constant abuse and threats has put me under a lot of mental pain, not even a single day passes when we interns are not threatened and talked to in a demeaning tone. Kindly help us in getting our internship completion certificate in department of medicine and taking a strong action against such abusive person. Our efforts and years of hardwork to become doctors is being put at stake by such people. My entire internship period has been great, have completed duties in 8 department with satisfactory ratings.( North East Delhi, Delhi )","Dear Sir,You may lodge complaint with ICC and/or with police.Please contact me through the administrators of this website.","Dear Sir,You may lodge complaint with ICC and/or with police.Please contact me through the administrators of this website.","Dear Sir,You may lodge complaint with ICC and/or with police.Please contact me through the administrators of this website."
Q_1238,Query,,query,,,,"I work in a PSB. Due to sickness, I took almost 6 months of leave. I have a health history so i have been on leave earlier as well. Now almost 6 months back, my HR manager asked me to submit via registered post my health certificate and wait for their instructions. It has been 6 months and they didn't send any communication, not allowing me to report and simply delaying the process. No one is taking any heed. What are my options. I am thinking of sending a legal notice.",Look PSBs have atypical ways of handling the service matters and sometimes they are prompt to respond and sometimes they are not because of there own reasons. Ideally once you have sent the certificate then they should have told you what to do.If they are not doing anything then you can do either of the one,42,71
Q_1239,Query,,query,,,,"Hi,
I have been working with an employer for the past 4 months. The offer was shared with me for Internship of 2 months. In very first month after 2 weeks of training , I was virtually aligned with a project where my services was used as a full time employee.
As per company's past trend and existing employees, employer confirms employee's employment with the company as a permanent employee and salary is given to the employee after job confirmation. I waited for 2 months since I was in hope that after two months I will get the offer letter for permanent employment. I kept on working with the project. As per my Project lead , my feedback is shared with the HR along with the requisition related approvals. After two months , when I reached out to HR department , I was told that it might take some time and I started waiting again. After 3 months , I reached out to the senior person of HR and the guy talked to us very rudely and tried de motivating me with very harsh words. As per him , he was denying giving employment or alternatively asked me to work for approx 3 more months that toi without getting paid. They have never confirmed me that my internship period is being extended. They are continuously giving promises and asking me to wait and wait.
I am a good resource of the team and team doesn't want to loose me. Even after 4 months, they have no answer on when my salary will be started. There are many such Interns in the company from whom company is taking services and not paying for it.
My concern here is
- What are my rights working on the position of intern
- Can they make me work like a full time resource as I have been doing for the last 4 months  without getting paid.
- Can I get a compensation for my services
- Can I file a complaint against the employer and how it can be harmful for my career.
Thanks","Internship is a period of on the job training, there is no written conditions. There is also a clause that there are not observed in the company. After 2 months months of training to expect confirmation and salary is not in vogue. It is purely the prerogative of the company, it cannot be enforced legally.During the internship no salary is paid. Any complaint against the employer during the period of internship will harm the individual & career.",dear client in your case You have the basic right while working as an intern.See genealogy internship is pursued to make the interns learn things. The period of internship in terms of hours required is dependent on the intern and the person who has given you the opportunity to intern.The compensation can be given and is totally dependent on the person giving you the internship opportunity.You cannot file a complaint. You may leave the services if you want.,dear client in your case You have the basic right while working as an intern.See genealogy internship is pursued to make the interns learn things. The period of internship in terms of hours required is dependent on the intern and the person who has given you the opportunity to intern.The compensation can be given and is totally dependent on the person giving you the internship opportunity.You cannot file a complaint. You may leave the services if you want.
Q_1240,Query,,query,,,,"I am working in it company I joined here 22 November 2021 after 2 months they assigned me a project but that project is pending from 2 years I tried from myself best I resolved many issues from that project now I given resignation after completion 1 year but they have 3 months of notice period right now I am completed 2 months I want to buy 1 month notice because organization is forcing me to complete the project before your last day I told them I did my best but I am not capable to complete this project but they forcing me to complete the project please so that's why I want to buy 1month notice but my managers are not allowing but in my appointment letter it's clearly mentioned we can buy please help what should I do( Hyderabad, Telangana )","Dear Client!Does your appointment letter gives discretionery Power to the management to buy out your notice period or not?If yes, then it's difficult to get it done. But then you can file a complaint against the  immediate boss with the management of the company for harassing you or give a formal complaint to the HR Department.If nothing happens then you can raise the complaint with Labour Commissioner office.Hope this should resolve your problem.",Dear SirYour issue can be easily resolved if you go to Office of Labour Commissioner. Get issue a legal notice also.,"Dear Client!Does your appointment letter gives discretionery Power to the management to buy out your notice period or not?If yes, then it's difficult to get it done. But then you can file a complaint against the  immediate boss with the management of the company for harassing you or give a formal complaint to the HR Department.If nothing happens then you can raise the complaint with Labour Commissioner office.Hope this should resolve your problem."
Q_1241,Query,,query,,,,"I have been working in a reputed school for 1 year 5 months. I got appointment order and call from directorate of education delhi to join delhi government school on immediate basis. So, I quit my job to tell them the situation, but now the school authorities are sending legal notice to me. As per my appointment letter, I was on probation.i have not received any confirmation mail or letter.they were not giving us any PF   or gratuity. They are threatening me by saying you will not be able to pursue any job...what should I do?( Ghaziabad, Uttar Pradesh )","Dear Client,A Probationer is not treated as an employee in the permanent role of an establishment, so standing rules or regulations are not applicable to the probationer to regulate or resolve the dispute between a probationer and an employer. Any teacher of a school established, owned, or controlled by the appropriate Government may submit his or her grievance in writing to the Convener or Member Secretary of the  School Management Committee (SMC) which is the first level of grievance redressal at the School level failing which complaint can be lodged to NCTE by addressing the letter directly to the Nodal Officer (Complaints), NCTE and giving the specific facts of the matter. The complaints can also be lodged directly by sending an email:[email protected]. Once you tender your resignation, the existing employer cannot stop or deprive you of your better career prospect which will be amounted to the exploitation of one's career and infringement of fundamental rights as guaranteed under Articles 14 and 16 of the Constitution. Section 27 of the Indian Contract Act,1872 states that an agreement/contract of employment will be illegal if it restrains someone from exercising a lawful profession/ trade/ business. As per the mandate of Section 27, any terms and conditions of an agreement that directly or indirectly compels the employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid.  You may escalate your grievance before the Dist. Inspector of the School for such an arbitrary and unfair action of the School management.","Dear client,You would be required to serve your notice period if you want to leave your job during the probation period. An appointment on probation is an appointment on a trial basis. A probation period may be for a certain period of time or for an unspecified period.","Dear client,You would be required to serve your notice period if you want to leave your job during the probation period. An appointment on probation is an appointment on a trial basis. A probation period may be for a certain period of time or for an unspecified period."
Q_1242,Query,,query,,,,"Hi,  

My name is Dominic Steven and I am 31 years old and I have one younger sister she is married. My father was an railway employee and he died on duty 2016 (3 years before retirement)  . And I don't have mother also, she died in  2008. 

I applied for the compensation job.  But they (Railway Mysore division) have rejected my application. Says that I don't have dependent. Is this genuine reason or how can go further?  

And my married sister can also eligible for compassionate appointment. Please give me solution.( Bangalore, Karnataka )",dear client kindly approach High Court you will get relief definitely.,There are several ways to approach this problem. You can contact us for the same.,There are several ways to approach this problem. You can contact us for the same.
Q_1243,Query,,query,,,,"my company promised me incentive for achieving sales target for the year ending Jan-20 to Dec-20. I had achieved the target and qualified for the incentives. But in February 2021 due to difference with my manage I was force to resign for which I told them to settle my incentive to which senior manager say it will come with Feb or March salary but it doesn't. 12 April was my last day in the company. Now the company paid the incentive of other employees in April Salary , Will I get my Incentive in my Salary, if not what are the options for me as the incentives are for Dec 2020.( Ludhiana, Punjab )",File complaint in Labour dept,File your representation and demand your incentives and thereafter file suit for recovery.,File complaint in Labour dept
Q_1244,Query,,query,,,,"I belong to category-1,My parents income is above 8L/anum,and I am still studying.am I elligible for taking any reservation ??( Chamarajnagar, Karnataka )","Yes you're eligible to take reservations, for that you have to check the last years accounts, if they are under 8lakhs, then you're eligible to take the reservation","Yes you're eligible to take reservations, for that you have to check the last years accounts, if they are under 8lakhs, then you're eligible to take the reservation","Yes you're eligible to take reservations, for that you have to check the last years accounts, if they are under 8lakhs, then you're eligible to take the reservation"
Q_1245,Query,,query,,,,"I have joined company A during Jun 24th 2019. Due to unavoidable personal concerns, I couldn't continue the service. By mid of October 2019, I left company without resignation & without notice.
Later by Nov 6th 2019, I joined company B, serving this company B till date.
Meanwhile company A continued to credit salary & PF till Jan 7th 2020. Company A terminated the employment on Jan 7th 2020.
Now I was interviewed by company C, received the offer & the offer has been accepted by me as well.
As part of background check (by third party service ""Digi Verifier""), it was revealed to company C about having overlapping period (November 2019 - January 2020) in PF accounts of company B & C respectively, indicating the dual employment. 
Hence company C revoked the offer.

What to do in such situation ?
Will it totally impact the future background verification checks?
Will it impact the career ? 
How to resolve dual employment issue?
- Is it possible to get the issue sorted with company A ?
- can company A issue relieving letter with updated relieving date to last working day of September 2019 ?
- can company A update corresponding PF's date of exit to last working day of September 2019 ?( Bangalore, Karnataka )",Dear ClientYou have complicated your professional life due to this dual employment. Whatever you have asked for is not possible to revert by company A as they have credited your PF too. At max to come out of this mess what you can do is not show the experience of company A in future so that no background verification will be done on that company.,Dear ClientYou have complicated your professional life due to this dual employment. Whatever you have asked for is not possible to revert by company A as they have credited your PF too. At max to come out of this mess what you can do is not show the experience of company A in future so that no background verification will be done on that company.,Dear ClientYou have complicated your professional life due to this dual employment. Whatever you have asked for is not possible to revert by company A as they have credited your PF too. At max to come out of this mess what you can do is not show the experience of company A in future so that no background verification will be done on that company.
Q_1246,Query,,query,,,,"I resigned immediately due to health concerns, and was ready to serve a 30-day notice period. However, my employer stated that my health issues required immediate attention and considered my last day of employment within the next 5 days. Consequently, my experience letter indicates a 45-day notice period, despite not receiving salary for those days.
Am I eligible to get my salary?( Mumbai suburban, Maharashtra )","Dear Client,You tendered your resignation from the company due to health issues and did not serve the notice period which was waived considering your health issues and released from your job after 5 days. Since you did not serve the notice period post-resignation as per the terms of your appointment, you are not eligible for the salary of your notice period.","Dear Client,You tendered your resignation from the company due to health issues and did not serve the notice period which was waived considering your health issues and released from your job after 5 days. Since you did not serve the notice period post-resignation as per the terms of your appointment, you are not eligible for the salary of your notice period.","Dear Client,You tendered your resignation from the company due to health issues and did not serve the notice period which was waived considering your health issues and released from your job after 5 days. Since you did not serve the notice period post-resignation as per the terms of your appointment, you are not eligible for the salary of your notice period."
Q_1247,Query,,query,,,,"I got selected in up primary teachers and my all documents are verified by department but now I am afraid that In future It can create problem for me and my family so what can be problem in future- termination or Jail or repayment of all sales I received till now please help( Meerut, Uttar Pradesh )","Dear Sir,You have to surrender one of it otherwise you have to face some issues in future if anybody lodge complaint on you.","Dear Client,to answer this question, we need to know why are you scared? all your documents are verified by the department. in what way it can create a problem?","Dear Client,to answer this question, we need to know why are you scared? all your documents are verified by the department. in what way it can create a problem?"
