node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
HKG::Q_1210,Query,,HKG,query,Q_1210,,,,,"Hello my father in law died due to covid as he was going to office regularly even in lockdown he worked in this company for 27 years and this is a crane providing company . He was not coverd in any pf gratutity scheme as he used to get salary in cash. So after his death my mother in law is left who do not have any source of income. So is compnay liable to pay any amount to family?( Ghaziabad, Uttar Pradesh )","Since your father in law was not on roll i.e., getting salary on paper from the company, under law no legal obligation arises per say on the company as the company can easily show he was an independent worker.Even for employees, the company is only liable to the extent of epf, gratuity, leave encashment, balance pay (if any) and other benefits as per policy. As an independent worker, your father in law will not be entitled to it.However, if there was any written agreement for engagement between the company and your father in law, there might be some provisions in it. Otherwise, your mother in law can look at the government policies coming up regarding benefits for the kin of people who died of covid 19.",You should approach this company and seek some compensation plus gratuity for having worked for such a long period of time. See how the company is responding. Depending on that you need to take any legal action of required,Company is not bound to give.
HKG::Q_1211,Query,,HKG,query,Q_1211,,,,,"My husband was working in a company which was not paying salary on time since January. Later they started paying after 2-3 months on the plea that they are not having funds. One of my boss informed that although they have received this much of fund, they are not paying even then. When I asked my other boss that they have funds and not paying salary on time, he fired me in July without serving any notice to me and without paying my dues. Since then I have been visiting them on and off , but they say they don't have funds. Now today after 4 months, they have sent me a communication, that my activities during tenure are under scrutiny and paying me the dues will depend on its outcome and I should desist from visting office. We are very stressed about the fact. Please help us.( Pune, Maharashtra )","Hello,Can you please specify the details about the terms of employment contract and the clause of termination?","Hello,Can you please specify the details about the terms of employment contract and the clause of termination?","Hi,Were there any clause in regard to the termination in the employment contract?"
HKG::Q_1212,Query,,HKG,query,Q_1212,,,,,"Dear Sir,

I am Ranganathan, aged 53 years and an Epilepsy patient, undergoing treatment. I joined a private U.S accounting firm in the month of Dec, 2018 and submitted my resignation in Nov,2022 due to work load increase, delivery pressure and most importantly, I was highly disappointed with the poor annual salary increment which was not in line with work load and assurance given by the company which resulted in huge mental stress and suffered with frequent epilepsy attacks.

Also, my health conditions were on question as one side too much work load and another side disappointments with the company for poor salary payment. In this situation, I submitted my resignation on 24th Nov,2022 as below: 
__________________________________________________________________________________________________
\\I hereby submit my resignation due to personal reasons with 3 months’ notice period and request you to accept the same. The decision is not easy for me but I found no other option at this situation...!

I shall be grateful to the firm for the job opportunity in the bookkeeping team by trusting me and believe I fulfilled their expectations to the best of my knowledge and efforts.

I also take this opportunity to convey my thanks to all the personnel who closely worked/working with me during my 4 years of service in Prager Metis and they will always be remembered by me.

I conclude that I assure you of fulfilling the HR relieving formalities in order and would be so thankful if you could relieve me from the service as early as possible. Please acknowledge receipt and my best wishes to you all.""//
__________________________________________________________________________________________________

And claimed my gratuity under section 4(1)(C) on his death or disablement due to accident or disease: Provided that the completion of continuous service of five years shall not be necessary where the termination of the employment of any employee is due to death or disablement:

But the HR department rejected my application mentioning as below:
___________________________________________________________________________________________________
\\Your prayer for requisition of Gratuity cannot be entertained under any circumstances as disablement under Section 4 means disablement that incapacitates an employee for the work which he was capable of performing before the accident or disease resulting in such disablement.

We would like to clarify further that you had tendered your resignation due to personal reasons and we had relieved you on 28-02-203 based on the resignation submitted. Please note that we did not terminate your services due to disablement. Hence the question of disablement is not applicable in your case and therefore your request for Gratuity is not tenable.""
___________________________________________________________________________________________________
Now I humbly request your kind feedback and guidance to understand as an Epileptic person Am I eligible for gratuity considering ""disablement due to accident or disease"" or not eligible as rejected by HR.( Chennai, Tamil Nadu )","Dear client,Section 4 of the Payment of Gratuity Act 1972, to the extent relevant, reads as follows:(1) Gratuity shall be payable to an employee on the termination of his employment after he has rendered continuous service for not less than five years —(a) on his superannuation, or(b) on his retirement or resignation, or(c) on his death or disablement due to accident or disease:Provided that the completion of continuous service of five years shall not be necessary where the termination of the employment of any employee is due to death or disablement. Your prayer for requisition of Gratuity cannot be entertained  as disablement under Section 4 means disablement that incapacitates an employee for the work which he was capable of performing before the accident or disease resulting in such disablement.","Dear Client,When you tender your resignation from the service of the Company on personal grounds and also before completion of continuous service of 5 years, you are not eligible for payment of gratuity under Sec.4(1)(c) of P G Act, 1972. So, the action of the Company rejecting your claim of gratuity cannot be confronted or challenged.","Dear Client,When you tender your resignation from the service of the Company on personal grounds and also before completion of continuous service of 5 years, you are not eligible for payment of gratuity under Sec.4(1)(c) of P G Act, 1972. So, the action of the Company rejecting your claim of gratuity cannot be confronted or challenged."
HKG::Q_1213,Query,,HKG,query,Q_1213,,,,,"I am completing 4 years 8 months in a company and last day is 28th Nov 2022 and joining date was 28th March 2018.
Am I eligible for gratuity ? please confirm.( Hyderabad, Telangana )","According to the Gratuity Act, 1972 an employee is liable to get Gratuity only after completion of 5 (Five) years in an organisation. Since you are completing only 4 years and 8 months therefore you shall not be eligible for claiming gratuity as per the provision of law.","According to the Gratuity Act, 1972 an employee is liable to get Gratuity only after completion of 5 (Five) years in an organisation. Since you are completing only 4 years and 8 months therefore you shall not be eligible for claiming gratuity as per the provision of law.","According to the Gratuity Act, 1972 an employee is liable to get Gratuity only after completion of 5 (Five) years in an organisation. Since you are completing only 4 years and 8 months therefore you shall not be eligible for claiming gratuity as per the provision of law."
HKG::Q_1214,Query,,HKG,query,Q_1214,,,,,"I am a permanent employee and working with a multinational company my manager and HR both are harrasing me a lot and now forcing me for resignation otherwise they will terminate me as they are senior also no one is listening me.( Gautam Buddha Nagar, Uttar Pradesh )","Hi,I hope you are doing good. In ordinary scenarios, the company has the right to lay off by following the rules and regulations.But at the present situation is different than the ordinary, unprecedented and rare unforecastable, as per the directive of the govt. the employers to close/shut their organization and no question of the movement of employees. ( except the exempted one). And the Disaster Management Act (DM) is empowered to make rules and advisory and issued by the Ministry on different dates No employer can withhold or deny any wages or terminate their services and lay off also not permissible. Disobedience of the same, the authorities are empowered to take action under section 186, 188, 267, 270, 271 of IPC Rw 51 and 54 of DM act.",You can tell them to go with the decision they wanted to make but you don't resign. As you have good performance track record and didn't engaged in any breaches of employment agreement then nothing can be done in arbitrary manner.If any such termination (rare) taken then you can definitely have merit in your case.,You can tell them to go with the decision they wanted to make but you don't resign. As you have good performance track record and didn't engaged in any breaches of employment agreement then nothing can be done in arbitrary manner.If any such termination (rare) taken then you can definitely have merit in your case.
HKG::Q_1215,Query,,HKG,query,Q_1215,,,,,"PF office issued withdrawal benefit under EPS despite my EPF membership of 19 years since they did not have past record of my service. Now, PF office is asking to pay huge interest amount for starting pension. Who can help me? Please guide. I am from Pune.( Pune, Maharashtra )",Dear ClientHave you withdrawn the PF balance from your EPF account? If yes then what was the reason for doing so? The EPF on its own cannot transfer the PF balance from the account.You need to share all the details with us to share proper advice to you.,"Dear Sir,U may immediately approach Service Tribunal or PF Tribunal or High Court as the case may be so that u can get some relief.",Dear ClientHave you withdrawn the PF balance from your EPF account? If yes then what was the reason for doing so? The EPF on its own cannot transfer the PF balance from the account.You need to share all the details with us to share proper advice to you.
HKG::Q_1216,Query,,HKG,query,Q_1216,,,,,"I am central government employee. After 43 years age my post is upgraded to Be group. My annual income exceeds 9 lacks. Am I eligible to get obc ncl?( Gadag, Karnataka )","Dear Sir,You are not entitled to get the said certificate as your income crossed Rs. 8,00,000/-.Please contact me through the administrators of this website.",1) You can see Government Resolution of Government.2) IN Government resolution some deduction of amount from your salary is allowed.3) Gross salary cannot be considered for fixing income of cramy layer purpose.,"Dear Sir,You are not entitled to get the said certificate as your income crossed Rs. 8,00,000/-.Please contact me through the administrators of this website."
HKG::Q_1217,Query,,HKG,query,Q_1217,,,,,"Employee is forcing us to relieve him before his relieving date as per the notice period. Can we hold the employee till his official last working day?  Our Notice period Clause says(15)	Notice Period: Your services can be terminated with three months’ notice or basic salary in lieu thereof, on either side and/ or at the discretion of Management. However due to exigencies of business, the Management may at its discretion reject the salary in lieu of notice and ask you to serve the entire or part of the notice period and you shall not be deemed to have been relieved of your services except upon issue of a letter by the Company to that effect.( Bangalore, Karnataka )","Dear Sir,U can ask your employee to continue to serve for notice period as there is a relevant clause in your offer letter.","Dear Sir,U can ask your employee to continue to serve for notice period as there is a relevant clause in your offer letter.","Dear Sir,U can ask your employee to continue to serve for notice period as there is a relevant clause in your offer letter."
HKG::Q_1218,Query,,HKG,query,Q_1218,,,,,"Sir,  Namaste   I have obtained order towards my gratuity amount from Labour court Machilipatnam in 2015. Company not paid due to Labour commissioner recover thru APRR ACT. Till to not recover by Guntur District Collector. I have vexed and submit my case in AP High court. Till topending.  In this period I have any chance to submit my case in civil court regarding putting contempt of court orders against company.  is it possible  or not( Guntur, Andhra Pradesh )","Dear Sir,You have to file execution petition or contempt petition as may be advised by your advocate after seeing relevant documents.",File a petition for contempt of court.,You can file contempt of court
HKG::Q_1219,Query,,HKG,query,Q_1219,,,,,"I run a small welding workshop which mainly focus on steel fabrication.i have 6/7 employees under me. One of those employee got an accident using mavhine in my workshop after work time due to his carelessness.in that accident he lost his left eye.i have already paid all his medical expenses and is paying him a small amount monthly. Now he is asking me 10lakh as compensation. As i run a small workshop i cant afford that. What should i do? The maximum i can afford is 1/2 lakh. Because i have numerous loans and all.my workshop only has a panchayath license nothing else.( Thrissur, Kerala )","Dear Client,Section 3 of the Employees Compensation Act, 1923 outlines the employer's liability for compensating injured employees arising from work-related accidents. Sub-section 1(b) specifies instances where the employer is not liable for compensation, such as when the injury results from the employee's intoxication, disobedience to safety rules, or deliberate disregard of safety measures. Consequently, if an employee's injury stems from their own negligence, they are not entitled to compensation, and the employer is not held accountable for the employee's actions. However, due to the potential complexities of pursuing a claim through litigation, particularly in cases involving significant injury like loss of vision, it's advisable to explore out-of-court settlement options to resolve the matter efficiently before litigation.","Dear sir,You may contact any labor leader or expert on the above subject matter and settle the matter out of the court.","Dear sir,You may contact any labor leader or expert on the above subject matter and settle the matter out of the court."
HKG::Q_1220,Query,,HKG,query,Q_1220,,,,,"My compnay has a policy of two month notice period for manager and above rank employee. In the offer letter they have not mentioned any buy in clause as well. My new company is telling me to join in 30 days. What should I do.( Bhilwara, Rajasthan )",Dear ClientYou have to negotiate either with the current company or the company where you are planning to join. Shortening the notice period is the discretion of the company and you have to speak to them and get their consent for the same.,Dear ClientYou have to negotiate either with the current company or the company where you are planning to join. Shortening the notice period is the discretion of the company and you have to speak to them and get their consent for the same.,Dear ClientYou have to negotiate either with the current company or the company where you are planning to join. Shortening the notice period is the discretion of the company and you have to speak to them and get their consent for the same.
HKG::Q_1221,Query,,HKG,query,Q_1221,,,,,"I used to work with this Company based in South Africa that has it's Indian Branch in Mumbai, They held my incentives saying the cases aren't cleared yet and it's been a year since I'm following up with them but now they say they're not paying anything to employees who have left the organisation, They never communicated anything like this before even when I was leaving the organization, Offices are based in Mumbai only but we used to work from Home. They know very well how hard I worked for those still they want to fraud with me, I have all details of the sales I made according to the months I worked there.( Mumbai suburban, Maharashtra )","Dear Client,In the given scenario, it is advisable to go through the offer letter or appointment letter that governs the relationship between an employer and employee and the terms and conditions of employment accepting which you resume the job. In case, it appears to you that the action of the company violates or breaches the terms and conditions of your appointment letter, then serving a legal notice to the company, reach out to the office of the concerned Labour Commissioner or the office of the Chief Inspector, Shops and Establishments, as the case may be, to file a complaint against the company over alleged unfair labour practice for redressal of your grievance provided you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947, Apart from this, you can file an application under Sec.33C(2) of the Industrial Disputes Act, 1947 before the State Labour Court claiming your dues from the Company. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking desired relief in the matter. If required, reach out to an Advocate experienced in service matters for guidance and steps. Be informed that to restrict IT Companies from exploiting their employees by playing double standards, the Division Bench of the Karnataka High Court in the case of Commissioner of Income Tax v. Texas Instruments India Pvt Ltd (2021) 435 ITR unambiguously held that the IT sector employees considered to be ""workmen"" under Section 2(s) of the Industrial Dispute Act, 1947.","Dear Client,Firstly you go through  the agreement or contract you had with the company, especially concerning incentives and payment terms. Ensure there’s no clause that exempts ex-employees from receiving incentives or commissions.Thereafter,  send a formal letter or email requesting your incentive payment. Include all the details about your sales and the months you worked.After sending mails also if they continue to refuse to pay, consult with a labor lawyer to understand your legal rights. Since it involves work done and sales generated, you may have grounds for pursuing legal action for unpaid wages or incentives.Since this is a cross-border issue (South Africa to India), it could be complex, but legal advisors can guide you through the specifics.","Dear Client,Firstly you go through  the agreement or contract you had with the company, especially concerning incentives and payment terms. Ensure there’s no clause that exempts ex-employees from receiving incentives or commissions.Thereafter,  send a formal letter or email requesting your incentive payment. Include all the details about your sales and the months you worked.After sending mails also if they continue to refuse to pay, consult with a labor lawyer to understand your legal rights. Since it involves work done and sales generated, you may have grounds for pursuing legal action for unpaid wages or incentives.Since this is a cross-border issue (South Africa to India), it could be complex, but legal advisors can guide you through the specifics."
HKG::Q_1222,Query,,HKG,query,Q_1222,,,,,I left my job 2 days back with proper exit formalities. There is no notice period in my company so immediately they did my full and final settlement and the management asked me to leave but today the md of my company is texting me and telling me that he will put me behind bars and he will drag me to the court for no reason and he is not even telling me what was the problem I asked him if there is any problem which has arrised because of me let me know i will justify and more over they are telling me they will not give me my releaving letter for the 1 year 4 months service which i had given to them. Kindly help me on this,They cannot do that without proper reasons. Approach police authorities for the harassment.,They cannot do that without proper reasons. Approach police authorities for the harassment.,They cannot do that without proper reasons. Approach police authorities for the harassment.
HKG::Q_1223,Query,,HKG,query,Q_1223,,,,,"I broke the bond with company and company wants to file a legal case for bond breaking. 
They are not deducting any pf or not providing any salary slip/ appointment letter / offer letter to employee 
Can they file against to me ? Are thet illegible?( Surat, Gujarat )","Dear client,They are less likely to fail a case and more likely to impose the requirement of you having to pay a certain sum of money for breaking the bond. If you fail to pay this amount, only then will the company want to take legal action against you.","Dear client,They are less likely to fail a case and more likely to impose the requirement of you having to pay a certain sum of money for breaking the bond. If you fail to pay this amount, only then will the company want to take legal action against you.","Dear client,They are less likely to fail a case and more likely to impose the requirement of you having to pay a certain sum of money for breaking the bond. If you fail to pay this amount, only then will the company want to take legal action against you."
