question,answer
"I joined a company on 8 oct 2018 and at the time of joining my manager said that i will be allocated 33 leaves in year (1 sick leave and 1 casual leave every month and 6 earned leaves in every six month). But after just 3 weeks of my joining they changed there policy of leaves and reduced it to only 20 leaves a year ( .5 sick leave and .5 casual leave every month and 4 earned leaves every 6 months). Now my question is that, does company allowed to make its own leave policy and if it is then can it reduce the number of leaves mentioned in the section 10 of UP shops and establishment act 1962. And also can i sue them for rduceing the number of leaves and also not approving my sick leave in the month of november which was a genuine leave. I had a bike accident and even sent pics of that to my manager. and also for mental harassment. Does it count as violation of my fundamental right.( Noida, Uttar Pradesh )","Yes, they can change the same."
"Hello my ex company has not cleared my full and final settlement and also not paid my gratuity i have proof of working 14 years and 7 months with the company. I have emailed my gratuity application to HRD and Admin well in advance before leaving and also request for my full and final settlement. My ex company just responded saying my director wants me to meet him. Which i politely refused asking to clear my dues first. Later i went to Labour office at Bandra and also gave form N - Application for direction to the asst labour commissioner and got it acknowledged on 10-07-2018 , but no reply till date. Tried RTI to know status , but got a reply saying that i cannot ask details from Govt department. Kindly give me a solution.( Mumbai suburban, Maharashtra )",You can approach us for the same.
"Promotion of Conservancy safaiwala to sanitary mate test conducted in three languages Hindi English and Regional, Hindi is compulsory to pass person got 3 marks in Hindi considered fit and senior to him who got 2 marks considered unfit and I am at number 3 after two who considered fit I obtained 9 marks in Hindi. I want to know what is the procedure and who should be considered for promotion, how many minimum marks required for the promotion, I obtained 9 in Hindi and 10 in English and 10 out of 10 in reading and writing.( Jammu, Jammu and Kashmir )",You can approach the High Court for the same.
"I was employed in one of the co.  based Gurgaon and i take care of employee salary processing. One day employer found one mistake and asked me to put down my paper , i served 15 days and left out after that co. had asked their internal audit team to do audit for my work 
There was no communication send to me for any audit since in already left . When i started following up with them for my two month fnf payout they verbally told me that there was error found in your work, tht is extra payout to two employee and also few extra leaves payout happened for your self they also charged me that you used ur position for your benefits and few extra leaves days payout happened. 
Now pls help me can i ever get my Two month FNF Payout if yes how could i proceed legally . It was pending from last 3 months.
Thanks 
Aryan( Gurgaon, Haryana )",First u should deamad all  related documents then go ahead
"Recently police department conducted physical test and I have cleared all the events like running, long jump and shot put but I was disqualified on grounds of my height. Required height is 168cm but my height is 167.5cm. so this height criteria can revised and reduced to 167 with the help of court so that we can become eligible for this post.( Bijapur, Karnataka )","you can try by filing a writ petition in the high court however, in most cases court does not interfere as it relates to administrative criteria. But there's no harm in filing a writ petition to try your luck. Contact a local advocate from Vidhikarya for filing a writ petition in the high court"
"I selected in gov job police verification is going on ,but I am in tension because in my college life some students complaint against me for drunk and beatan him.. Principal give me a notice ,said me that you don't join the college before this matter investigation not completed.after 2 day i meet the principal and investigation completed i join the college after principal s permission .No police complain,No fir registered...Can this matter affect my government job",need not worry as it will not affect you from availing government job
"Hi,

My employer is suddenly asking me to resign withiut any reason. I asked them to terminate me but they are not ready to do that,as per my contracr if i resign rhen i need to serve 3 months notice period but they are simply asking me to resign and leave the company right away.
What should i do now to fight this legally?( Ahmedabad, Gujarat )",File complaint against them to the labour commissioner office he will decide it
"I'd joined the organization at 18 Oct 2016 with two years of service bond but because of so much work load, not personal satisfaction & got the better opportunity, I'd put the resignation on 19 Jul 2018 & served the three months of notice period. I'd lots of convinced to them for accept the resignation & relieving me via mail, call & face to face discussion & finally exited from the oragnization on 29 Oct 2018 after the not getting any positive sign from them. I've also completed my two years of service with organization.
They denied to relieve me because of put down resignation before completion of two years of service bond but as per clause mentioned in appointment letter, employee need to pay retention amount if leave/ resign from organization before completion two years & I've already paid retention amount to them but still manager regret to give relieving letter, retention amount & also not give last month salary to me. They treat me as a absconding case.
I have the resignation discussion proof.
So, please help me. What can I do for in such case( Pune, Maharashtra )","For details, pl. contact some advocate through vidhikarya.com."
"TSPSC has issued a notification for the post of JL in Librarian on 02.06.2017 and mentioned the date of notification is cutoff date for qualifications.
we appeared for the basic qualification EXAMS in May 2017...For which the results were declared on 17.06.2017...15 days after the date of Notification but before the last date for application.
we applied for the post giving true details and Got hall tickets and appeared for  screening test conducted by TSPSC.
Shortlisted for mains examinations and got good marks in mains too and called for certificate verification and finally they rejected us by stating that...Qualification aquired after the date of Notification.

kindly suggest in this regard.( Hyderabad, Telangana )","Dear client, nyou must follw/comply with the  suggestion of  my advocate colleagues. For details, pl. contact some advocate through vidhikarya.com"
"I have recently worked online for a company that was offering money for data entry in an excel file. In order to register for the company I had to pay Rs. 250 as security deposit. However after the completion of my work, not only the so called company refused to pay me but also asked me to pay an extra Rs.4220 to release my salary. At that moment I knew I was duped. I had tried my very best to find the validity of the company and it seemed that the company was genuine. Now I know something is really missing. Please help( Coimbatore, Tamil Nadu )",You can approach the cops for the same.
"Dear sir,
I have done diploma in English medium and degree in Telugu medium.am I eligible for APPSC exams
Groups( West Godavari, Andhra Pradesh )","Yes, you are."
"I hv wrkd wth an org for 2.4 yrs but in the mnth of Nov'17 i did not receive my complete salary due to which i could not pay my room rent and wen i had a word with HR team they said salary will be credited with the next month's salary but my landlord did not cooperate and i had to go back to my hometown as i did not have a place to live in delhi. Now company is not giving re-joining even not issuing my exp letter. Please advice what i should do??( Gurgaon, Haryana )","Dear Client,Try to settle it amicably and look to your agreement signed /contract made before joining the duty.It will be  based on that.Think it differently.Supposing the Employer is not happy with you and write something which is not favorable to you... then what next? can you show it  to your future Employer?Best option for you would  be settle it at your level.If not get in touch.Shanti Ranjan Behera,Advocate"
"Hi,  

My name is Dominic Steven and I am 31 years old and I have one younger sister she is married. My father was an railway employee and he died on duty 2016 (3 years before retirement)  . And I don't have mother also, she died in  2008. 

I applied for the compensation job.  But they (Railway Mysore division) have rejected my application. Says that I don't have dependent. Is this genuine reason or how can go further?  

And my married sister can also eligible for compassionate appointment. Please give me solution.( Bangalore, Karnataka )",There are several ways to approach this problem. You can contact us for the same.
"I worked as a manager in a private firm had put down my papers and was serving 45 days notice period but the organization terminated me 4 days short of my last day on the basis of misconduct.
I worked for the organization for the period  year 10 - 15  worked fora different organization for 5 months and joined back the same organization for 16-18, the organization never issued me the relieving or experience letters for the period 10-15, when I had asked for the same was issued a letter mentioning my experience for the year 10-15 and the current one but signed by the regional zonal head.
Now I intended to move to a new organization the new organization sent a verification check request to my current organization but not to the Mumbai office but to the head office out of Mumbai.
When the head office questioned the zonal head as to how come the letter was issued from Mumbai the zonal head alleged that the letter was made by me and is forged.
On 6th I put down the papers, till 16 I worked for the organization on 13th the Mumbai office sent an application to the police to lodge an FIR. but I was not even intimated.
Till 18th the Mumbai office tried to reason with me to agree that I have made the letter so that my Family and My daughter won't have to face the wrath of the police.
I being not wrong didn't budge a bit, so to harass me these people pull out my PC, made me sit on an empty desk surrounded by the executives making mockery of me.
I had sent them resignation mail and a reply to all the allegations via mail and the police verification was still on these people terminated me on the basis of Misconduct 4 days short of my last working day.
If I was fraud these people should have terminated on the first day moreover though a police application as filled against me on 13th I worked for the organization till 16th replying all the mails.
My question here is that these people filled an application to the police and the matter is still being investigated do these people have the right to terminate me before the last day as mentioned in the notice period.
More over the matter is being investigated still these people have mentioned that in the termination letter that I committed fraud and misconduct and hence am being terminated.
I had sent them resignation mail but these people have not accepted the resignation via mail but in various reply to my mails have acknowledged the I am on notice period.
Even in the application sent by the organization its clearly mentioned that  I was serving 45 days notice period.
All my work experience mentioned in the letter is true with nothing vague mentioned and the only question in here is the signature which the zonal head is claiming is of not his.
The matter is still being investigated, my quest to you is can these people terminate me though there is no clear outcome of the investigation.
And what can I do in this case.( Mumbai City, Maharashtra )",Dear sir if Ur r nothing done any misconduct then send legal notice through lawyer
"i worked in a company for 10 months, initially i haven't paid salary properly but with respective manner i keep on continuing that one day i will paid full. the management gave me 5000, 2000, in intervals instead of my full salary. and suddenly one day the management told me and rest of employees that company is shutting down and salary will be settled soon. the management will promise one date and keep on postponing and torturing mentally. this is happening from months. my family friends suggesting me leave it but i don't want leave my hard earned money. kindly suggest me what to do ?( Vijayawada, Andhra Pradesh )","Dear sir, send a legal notice to them  For details contact some advocate through vidhikarya.com"
"Until first week of August 2018 I was working for an organisation.I was paid salaries for the month of January April and May this year but didn't get salary for the month of February March June and July .How can I recover this due salaries of 4 months?As a proof I have my bank statement bearing the names of the months for which salary was paid and also I have the salary slips for those 4 months as a proof of my employment for those 4 months please give guidance( Khammam, Telangana )",You can send them a legal notice.
"Hi.I worked in a company from 01-04-2017 to 06-08- 2018. For Financial year 2017-18 Company deducted TDS on my salary but didn't deposit it to the government, hence not issuing 'Form 16'. My 'Form 26 AS' also has no TDS credit for FY 17-18.I have pay slips as a proof that company had deducted TDS .At present I am not working in the company . so I want to know what is the legal remedy I have to recover from them so that I can file the IT return and I don't get demand notice from income tax department.( Hyderabad, Telangana )","Dear Client,Firstly, bring it t o the notice of Income Tax Authorities.Secondly, Serve a Legal Notice immediately.Just let me know the outcome and I will let you knowwhat to do next.Shanti Ranjan Behera,Advocate"
"My hr is saying since you are terminated you won't be getting one month salary. When ask for mail she has mail below details: This is to notify you that Destek denies all the statement you have made. Kindly note that you have been terminated as per clause 7 (iii) 2 on grounds of your unprofessional and improper behavior in the Company. This was informed to you on the 5th of October 2018. We do not require any resignation letter from you since you have not resigned. Kindly note that the date of the full and final settlement shall be informed to you shortly. We are not denying your release from employment or full and final settlement. The same shall be processed after proper documentation and required procedures of all departments are complied with. We shall complete the full and final settlement and issue the relevant documents as per due process of the Company. â when checked in offer letter this clause doesn't states anything for salary. (Copy of this clause in offer letter is attched below). My question is based on this clause can she deduct my one month salary and when should i expect to receive my july and august month salary in case of termination.

Clause which is in offer letter :- 7(iii)2
iii. During the term of your employment with the Company either individually or through any company controlled by you and either on your own behalf or on behalf of any person competing or endeavoring  to compete with the Company, you cannot directly or indirectly solicit, endeavor to solicit or gain the custom of, canvass  or interfere with any person who is a client of the Company as on the date of termination of your employment or use any personal knowledge or influence any such client for your own or any third party, benefit or for any other person competing with the Company. During the term of your employment with the Company in an individual capacity or through any company controlled by you and either on your behalf or on behalf of any other person competing or endeavoring to compete with the Company, You cannot directly or indirectly solicit for employment, or endeavor to employ or to retain as an independent contractor or agent, any person who is art Employee of the Company as on the date of termination of your employment and for a period of 3 years after the termination of your employment with the Company (whether employment is terminated by you or the Company and whether with or without breach of your Offer Letter) with the Company. Your termination from the employer side will be based on following pointed:
1. Performance 
2. Behaviour( Pune, Maharashtra )",You may approach the Labour Commissioner for the same.
"Hi.I worked in a company from 01-04-2017 to 06-08- 2018. For Financial year 2017-18 Company deducted TDS on my salary but didn't deposit it to the government, hence not issuing 'Form 16'. My 'Form 26 AS' also has no TDS credit for FY 17-18.I have pay slips as a proof that company had deducted TDS .At present I am not working in the company . so I want to know what is the legal remedy I have to recover from them so that I can file the IT return and I don't get demand notice from income tax department.( Hyderabad, Telangana )","Hello,with respect to your query, you can issue Legal Notice to the company claiming your TDS amount. Hope this helps."
"I worked in a private limited company. I resigned in February 2016. As per my joining letter either parties have to serve in a 3 months notice. The company decided to terminate my services with immediate effect and did not pay me the notice period amount of 3 months. I also was due to receive some previous salaries and expenses incrurred by me on behalf of the company that have been acknowledged for. Apart from this the daily allowance and travel allowance also was unpaid for. I have followed up for a long time and the company has just paid me Rs 100,000 so far and going as per documents they need to pay me approximately another Rs 400,000. What should I do?( Bangalore, Karnataka )","send a legal notice and file a case for recovery in a civil court.   For details, pl..contact some advocate through vidhikarya.com"
"What is termination law as per clause 7 (iii) 2 ?( Pune, Maharashtra )",Kindly elaborate your case.
"I went on maternity leave o. 19th March 2018 and notified about my leave till 4th Oct to HR and reported on 5th Oct.. they sent a n email on 11th September asking to join on 17th sep.as 26 weeks completed on 16th September. I replied to that email that I applied for leave till 4th Oct and hence I am reporting on 5th Oct ... When I reported on 5th they first tried to tell me that I have reported late and hence should serve .A notice period.of 3 months and then leave ..Later on towards evening they started exchanging emails on termination without any discussion with me and by 8th Oct a termination letter was sent to me ... I tried speaking to CEO on this matter , sent him an email as well but he did not respond till.date .. I also write to board members on the issue 2 days back and even they have not replied till date.
How should I go about making them withdraw this termination ? I did take additional.leaves but it was informed to them in the beginning itself and again on 11th September..They never corrected me on the date sin the beginning and now making it a big issue and a reason for termination.( Mumbai suburban, Maharashtra )","If you could specify your designation/nature of duties , appropriate advice can be given."
"Dear All respected adviser's 
I have given resign to the company where I was working and the gave me salary cheque but payment of cheque has been stopped by employer and check got returned now employer is asking to return back old cheque and then they will do rtgs but I am sure they will not give any money so pls advise what to do now( Ludhiana, Punjab )",Serve a legal notice for dishonour of cheque u/s 138 NI Act and thereafter file a criminal proceeding before the JM/MM. Alternatively if your employment falls within the definition of the 'workman' then you can raise your grievance before the Labour Commissioner or labour court.
"Hello sir,
My salary cheque given by employer got bounced so pls advise what to do as they are asking to bring back the bounced cheque and get the new cheque pls advise what to do( Ludhiana, Punjab )","Dear Client, you can ask for another cheque , if you want to continue your job.if not then file 138 case at civil court."
"I work in SBI or at least worked. In early 2017, due to a chronic illness diagnosis, I turned depressed and took a leave for treatment and family support. I kept sending medical proofs in between but my AGM was furious and when I returned with health certificate in March 2018 I was not allowed to report,Â  rather at his instructions, my branch manager shouted and ill treated me publicly. 
I reported the matter at head office Mumbai and after few heated letter exchange he asked me to report and explain my absence. By then, due to his obvious anger towards me, I was scared to report at him. So, I asked my head office and Local head office to put me in any other circle instead. The LHO asked me to report to AGM and head office also routed me to LHO as well.
Later, after few days I was issued voluntary vacation notice and asked to report within 30 days failing which It will be considered auto resignation. I was too scared to report to him and so I again asked to be relocated on the basis of pending complain of harassment against the AGM but no reply. After a while, I was served termination letter on the basis of selfÂ  vacation of service.
I know due to my apprehensions, I took some wrong decisions. WhatÂ  can I do from here. Union says, even appeal can not be considered for cases of self vacation of service. There are many nitty-gritty which is left out due to space limit. Please advise.( Varanasi, Uttar Pradesh )",You can file directly in a tribunal initially.
"I have been terminated from company (verbally) no mail received from hr. On asking for salary she ask to resign. When I ask for termination letter over phone she said if we terminate you as per our company rules we won't be able to give one month salary. When I ask her to mail she refused saying I have instructions from higher authority not to mail. My question is do we have such rule that on termination employees is not liable for last month salary.( Pune, Maharashtra )",Kindly share your job letter / agreement with employer to get better solutions.
"Dear sir
I am pratap sagar seth. I have worked as senior project manager (c) In Ashoka University Sonipat (Hr) since from May 1 , 2014 to Feb 15 2017. I have got my starting salary  Rs- 90000\ p.m  & last salary Rs- 110000\p.m  in the favour of  IFRE ( INTERNATIONAL FOUNDATION FOR RESEARCH AND EDUCATION). They have taken my resignation by forcefully by giving me torture. I have worked there  2years & 10 months .  Now  i am job less since from 1years &  8 months . I have tried my best for searching the job but in vain due to resection in construction work (civil engg ). My parents & children are all dependent on me. Now it is very difficult me to nourish them. But construction work is going in Ashoka University. Can i rejoin there by some legal documentation. Pls advice me.

Regards
pratap sagar seth( Sonepat, Haryana )",For details pl. contact some advocate through vidhikarya.com
"Hello Sir/Ma'am,

I was working with Pvt company based at Nodia for 8 years. Last year I left my job, I have submitted my all the KYC documents and PF form to the last employer and continuously taking follow-ups from the HR for updating the details and process for pf. They were not supporting, in this scenario what should I do? kindly guide( Nagpur, Maharashtra )",Approaching the Labour Commissioner alone can help you a great deal in solving your matter. Regards
"Hello Sir,
On 4th oct i went to my boss to ask about salary status and he said will be doing till 10th of this month and i went back. After sometimes he & hr called me and said since you don't trust us and you are not performing well and customers are not satisfied (which is wrong) we are terminating you with immediate effect. Today on 10th i mailed them regarding salary which they were suppose to pay me. After that received call from HR, she said you need to put resignation only then company will pay your pending july and aug salary by today evening and sep salary within 45 days and oct 4 days will be adjusted in your leaves. When i ask her to put it on mail she refuse to mail me. She said after you resign i will be mailing you this (i have call recording). After this i called x-colleague where i came to know same thing has happen with him and hr haven't replied on his resignation mail yet. Its been over month she haven't replied. Now i am scared what to do? Should i get terminated(havent received mail of termination yet) or resigned? In which situation i will get my entire salary ?( Pune, Maharashtra )",Dear client kindly approach the Labor Commission for Conciliation.if there will no outcome then file case into court for resolution
"Sir 
I was working in Punjab National Bank from 2010 on clerical cadre. I was suspended from my service on 17/06/2013 for matter not attributable to me. After a long silence bank started departmental proceedings on June 2015. After inquiry the disciplinary Authority imposed ""DISMISSAL WITHOUT NOTICE "" punishment.  I then appealed to the Zonal office and after hearing my plea the Appellate Authority setting a side previous enquiry ordered fresh inquiry.
Now Bank is treating me as ex employee. I had given several letters to the Disciplinary Authority for reinstatement of my service in the light of the order of Appellate Authority.  But still no action has been taken till date. 
Please give me suggestions so that I could take a right step.( Rudrapur, Uttarakhand )",File a writ petition against the bank but after consulting a lawyer from Vidhikarya to ensure proper advice before filling of writ petition. U don't have any remedy except filling a writ petition because bank will not restore u without court orders.
"Sir.  I applied for a job with some of my friends in UAE through an local agent.  Then we got visa and all my friends went to UAE except me. I refused to go because some personal reasons. But now that agent is asking for money to return the passport.  Please guide me. What should I do to get my passport back without so much of legal procedures!( Juhnjhunun, Rajasthan )",Dear client kindly file police complaint for unlawful restraint of your passport . Send him legal notice through lawyer
"Our petition was dismissed by division bench in bombay high court, can we filed case in supreme court",We routinely file such cases in Supreme Court. You can contact us too.
"I&apos;m working in a state co-op bank. I got promotion as manager as manager scale 1 on Sept 26 2017, I&apos;m in maternity leave from Aug 2017 to feb 2018, 
I didn&apos;t get manager scale salary from date of promotion,&nbsp; got from Feb 2018 when I rejoined. 
And I didn&apos;t get increment in September 2018. 
And my HR dept informed that I didn&apos;t get service as manager scale 1 from Sept&nbsp; 2017, only counted from date of rejoin.
I thought maternity leave should come all benefits. Can I file any legal petition on this issue?
Plz suggest me some required legal rules.( Hyderabad, Telangana )",Approaching service tribunal can help you.
"Q of law:
1. Can a suspended employee contest election for the post provided by statute in Managing Committee of the organization? - Y/N
2. Does employee lose his right to vote in such elections on account of suspension? -  Y/N
Kindly share precedent/case law if any?
If this issue has to be contested then which is the appropriate forum HC(writ) or Distt court?
Thanks & regards.( South Delhi, Delhi )",1 No2 YesYou can contact us directly too.
"I am working in up state government in 28/9 the dm of gzb has issued a compulsory retirement to me on older parameter which are not covered under guidelines prescribed for the screening committee meeting members how can I get relief or Stay in this order plz help me( Ghaziabad, Uttar Pradesh )",Kindly share the order of the same.
"Hi
I have sent a legal notice to my employer but no response from them.
Usually how long does an employer takes to settle payment.
If they didn't respond, how do I proceed further?

Thanks in advance( Bangalore, Karnataka )",File a case for recovery of money
"Hi,
I am cheated by my employer by having my original marks sheet held for a years time. 
It was also my family members involved in getting me fit into the job purposefully, they are also having forceful allegations and supporting the employer, also I was jobless for a year after quit the company with no access to marks sheet, I was also framed to buy a car from doubtfully one of their friends, ending in having caught with financial crunch as the car was never in my hand paid EMI even when car was enjoyed by the owner himself and now my credit score is gone bad and also formed a gap in my carrear giving me no chance to Copeup as I have to start as an agent for a lesser salary and my parents harrse me mentally and support the employer they seem to be friends I ended loosing opurtinities of job and paid upto 1.5lks of unwanted EMI and loosing credit worthyness, I also was food poisoned several times and I am also loosing health over a period of time i seek to claim compensation from them as a waste of time, and also fooling me, please advise I look forward to have this sorted asap and if required I also want to separate from my family( Bangalore, Karnataka )",Your case is a complicated one. You should consult a vidhikarya lawyer.
"Hi,
I joined Wipro in nov-2017, and later in 4 month I left because I was not comfortable with work given to me, now since at time of joining we all signed a bond that leaving before 15 month we have to give bond money of 75k, now after serving notice period and 2 months from day of exit, I got notice to pay a sum of 47k, though I don't want there releasing and experience letter, is it like I have to pay, or any other option is there, please help 

Thank you( Bangalore, Karnataka )",dear client kindly provide related documents for review your issue and finding better legal opinions
"I have given resignation to my company on 5th September to join another company & I will be serving complete notice period. My employer has send me a mail today that resignation is not acceptable. The reason they have mentioned is that they have given me good growth in last 1 year. 
Kindly assist in how to proceed in case they are not relieving me as I do not wish to stay in my current company.( Mumbai City, Maharashtra )",By advocate Rameshwor dadhe dear sir if any company privent you then you can file complaint against them
"Dear Sir, 
My best friend works as a medical transcriptionist in hyderabad since 5 years. Never in his career he had a remark on his conduct. Very recently he liked a girl who was his colleague for a short period of time present in his branch for her job training. She has a friend, a married  lady in the same office, both of them were close and used to hang out together . There was a small party in the office, after which this married lady asked my friend to share his contact number. On asking why, she replied just casually. And he gave her his phone contact. She used to chat casually with him from then and  used to meet at lunch hours (three of them, my friend, girl he liked and the married lady). One day during their lunch the lady asked my friend's opinion on their HR manager (there were lot of rumors on this guy's relationships with female employees  all the time whole office is aware of it) and asked him if all the rumors about him in the office were really true. He said he wasn't sure but heard a lot in the office and left. Later she sent a message asking him to tell about the HR guy in detail. My friend here doubted why she is curious and thought that this HR guy might be somehow disturbing this lady so she wants to know. So he replied whatever he knew about him that he heard in the office. He did all this with a clear intention to make sure the lady was aware and be safe. The next day this lady took all these phone conversations to the HR guy.HR guy met my friend for three days continuously and was hesitant to talk about this with my friend. My friend doubted his behavior and came to know what the lady did. He could not understand why she did this and expressed the same to the girl he liked in the absence of the lady. He didn't even ask the lady about this, he had a concern that she is elderly and married.But he was upset for whatever happened.  Few weeks later my friend personally proposed to the girl he liked and she wanted some time to decide is what she replied. Post this my friend didn't meet her frequently but after observing that she was little  uncomfortable in the office, he met her and politely apologized her and asked her to forget it if she isn't interested and confirmed that will never again talk about his proposal and asked her to feel free. After a couple of days, he got a call from HR (another guy not the same HR mentioned above) to meet them. He went and to his surprise there was a written complaint by the girl on him for harassing her in the office and even at her residence. Also the complaint included that he even misbehaved with the married lady too. He explained to the HR guy that he proposed to the girl and even apologized her if she was uncomfortable with it and nothing else happened. But the HR warned him and only because of my friend's reputation from past years they were not willing to take any action. He was totally upset and left. Next day again he got a call from the HR. He went again but this time the the HR guy is the one who my friend talked about to the married lady. He now warned even threatened my friend that this complaint was enough to dismiss him and put him behind the bars. My friend was helpless and couldn't defend. On his request, Even the girl was not even present there. 
Now I am writing all this because he was a nice guy, but post this issue he is totally down, depressed. The office totally turned against him. The lady and the girl both finished their training and left the city.  He was forced to be guilty. He is now not stable mentally. My question is how can a HR misuse the guidelines for their own sake. If at all there is a chance, what can my Friend do so that he can be set free. Like whom should he report to? 
I apologize this is very lengthy. But I want him to be normal again. Hope you understand( Hyderabad, Andhra Pradesh )",Sir contact me through vidhikarya.
"Respected sir,
 My mom was working as LHV in the UP health department.My mom expired on 30 June 2012,while in service.I am the sole surviver of my family.My father was not in a good condition after my mom's death.So I was not able to join the service at that time.Last year my father also expired.Our financial condition is not in a good condition.So can I apply for this job,now.I am married single child of my parents.
I request you to kindly give a right direction to me.
Thanking you( Pathanamthitta, Kerala )",Dear client your facts are not clear to provide you better legal opinion.kindly contact with vidhikarya lawyers
"Dear Sir / Madam,
I have joined my current company by 13th December 2013 and recently post resignation with reliving date expectation by 05th October 2018. I am going to almost complete 4 years and 9 months service period. I just want to know ' May I eligible for Gratuity payment?'  
Few website are showing the information that, if I completed 4 years and 240 days then I am eligible for gratuity payment. Let me know your comment on my query.( Pune, Maharashtra )",Dear client kindly go through paid consultation for detail discussion with vidhikarya lawyers
School certificate me birth date mistake  hai hai... retirement ko 5 month bacha hai bss ...aise me agar department action Lega to Kya Sara Paisa jabt kr liya jayega pension milega ya nhi,please contact an advocate through vidhikarya.com for solution of ur problem.
"I am working in UPPCL as assistant engineer. The term and condition mentioned in  ""Advertisement""  different from the ""U.P. State Electricity Board Engineers Service Regulations,1970"". Which one is apply to me ?( Ghaziabad, Uttar Pradesh )",First follow the Advt conditions.
"Hlo We applied for the post of Post of Office Attendant in Reserve Bank Of India , Chandigarh Region. The prelims exam was successfully conducted by RBI on 5th and 6th January,2018 all over the India . RBI release list of provisionally selected candidates in Feb,2018 . Recruitment process continues following LPT , Biomatric Verification and Document Verification smoothly . But a PWD candidate files petition in Punjab & Haryana High Court due to some issues faced by him . 2 hearings were done in court and next hearing is on 7 March,2019. Now, RBI releases final result of all the regions except Chandigarh region in past few days . We want to ask whether it is possible to file a petition in court asking RBI to hold result for PWD candidates and release result for all other categories . Please help us .( Hissar, Haryana )",Contact a local lawyer from Vidhikarya
"I was to say that the company didn't pay my salary from last 3 months .The proprietor of the company has no been of picking my calls and also accountant do not say anything about my salary my family suffering ver much .The company force me for the work but when I say for the salary they ignore with that( North East Delhi, Delhi )",You can file civil and criminal cases
"Dear sir I'm small job work contract person with me have 2 workers with me in that one person have small injuries in drilling machines then I give them first aid and I say to the person u wait I go to lunch and and I come back then if u able to work u do if not you take rest, and I come back after lunch the person not informed me and he go to home and after one day them parents call me sir with out any treatment u not give to my son I say he not informed to me and he go then how I can give a treatment, after 2 weeks after they ask me 10k need to treatment I say bring the bill and u come to work and I pay u half of u spending the money of u r treatment
Of every month of u r salery but they not come to work they need money only this type of case how I handle please give me a suggestion sir( Bangalore, Karnataka )",Just say that injury not occurred in your shop.
"My sister got an appointment of govt primary school teacher(contractual but with usual pay scale) when she was reading in b.sc 5th semester(regular course).Then she completed her 5th & 6th semester ie final two semester along with her regular job without taking any NOC(she did not know the exect procedure)from the appointment authority.(dept & college verbally allowed).But after completion of the course;the dept did not allow such degree as saying she has not taken any NOC.Literally the degree become almost useless.After that she took NOC from the dept and comlpete B.A course from distance mode  & the dept allowed this B.A degree.My first question is whether her appointment authority may take any disciplinary action against her in future & if so what will be the consequences of ssuch action?Secondly,she is preparing for civil service examinations (both UPSC & APSC) by using her B.A course and if she select there and then later UPSC or APSC know that she had a B.SC course which coexist with her primary teacher job;whether any problem arise or not?Finally,is there any provision in the law that she approach the court & explain the details & also confess her lack of knowledge about the procedure(she is willing to invalidate her B.SC if allowed & also ready to give some monetary penalty)?( Cachar, Assam )",SirBefore I can give correct advice  I will like to see the appointment Letter and other papers regarding your service.Kindly deposit my consultation fees and send photo copies of papers.
"Mere papa government employee hai ..... Unhone 8th class ki marksheet apne department me jamaa Kiya hai kisi ne unake 5th class ki marksheet k base pr complain kr Diya....5th class ki marksheet ka DOB aur 8th class k DOB dono match nhi kr rha.... School me 5th class jahaa see pass kiye hai wahaa pr record hai lekin 8th class jahaa see pass kiye hai wahaa koi record nhi..... Kya isase papa ki job ja sakati hai...hame Kya karana chahiye( Mumbai City, Maharashtra )",ask your papa to get affidavit before the first call JM for correction of DOB
"I was issued a non-creamy layer OBC certificate by the Tehsildar not due to any wrong declaration by me but an inadvertant mistake in interpreting the rules by the Tehsildar. It certainly was a ""wrongly issued certificate"" with no mens rea or an ""invalid"" certificate but can it be legally termed as a ""false"" or ""fake"" certificate.
Can I be penalised for having used this certificate (in the belief that it is valid) despite the fact that I had made no wrong declarations?( Puducherry, Puducherry )","facts not clear. Legal positions cannot be answered without complete facts, as the answer will differ from one facts to other facts. Contact a local lawyer from Vidhikarya."
"Company issued termination letter not shown any proofs. Wrong allegations based like used abusing words and caste related words but u never used above words.( Mumbai City, Maharashtra )","Issue them a legal notice, contact local vidhikarya lawyer for the same."
"Hi 
I am a former employee of HCL company Bangalore
I worked there only for 3and a half months... They were asking us to work for 7days without an off and for that they paid nothing.
It's been 3months I resigned and I'm still waiting for settlement.
If I ask them , they will say you will get it but no use. 
So I have decided to send a notice 
Please guide me how to send a notice and what will be the charges for that( Kodagu, Karnataka )","Immediately contact VIDHIKARYA for sending Legal Notice.The company will not pay the dues till you send Legal Notice.If they had intentions to pay your dues then they would have paid long back.So, kindly do not waste anymore time to send the Legal Notice."
