node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
HKG::Q_1318,Query,,HKG,query,Q_1318,,,,,"I have signed the service level agreement of 3.5 years in a IT company but i want to break this agreement is there any way to do so without paying any panalties or by paying minimum amount of panalty.( Madurai, Tamil Nadu )",Hello Sir/Ma'amIf you want to exit the agreement then you could do so by giving the penalty amount as decided in the contract. You both are binded by the terms and conditions of the agreement. Although you could contact the company and try negotiating the amount decided upon.ThanksPlease rate if you find this advice helpful.,Hello Sir/Ma'amIf you want to exit the agreement then you could do so by giving the penalty amount as decided in the contract. You both are binded by the terms and conditions of the agreement. Although you could contact the company and try negotiating the amount decided upon.ThanksPlease rate if you find this advice helpful.,Hello Sir/Ma'amIf you want to exit the agreement then you could do so by giving the penalty amount as decided in the contract. You both are binded by the terms and conditions of the agreement. Although you could contact the company and try negotiating the amount decided upon.ThanksPlease rate if you find this advice helpful.
HKG::Q_1319,Query,,HKG,query,Q_1319,,,,,"I&apos;m working in a state co-op bank. I got promotion as manager as manager scale 1 on Sept 26 2017, I&apos;m in maternity leave from Aug 2017 to feb 2018, 
I didn&apos;t get manager scale salary from date of promotion,&nbsp; got from Feb 2018 when I rejoined. 
And I didn&apos;t get increment in September 2018. 
And my HR dept informed that I didn&apos;t get service as manager scale 1 from Sept&nbsp; 2017, only counted from date of rejoin.
I thought maternity leave should come all benefits. Can I file any legal petition on this issue?
Plz suggest me some required legal rules.( Hyderabad, Telangana )","Dear Client,In your case important factor would be your Contract/Service Rules with regard to promotion and Benefits while in Job/working( not during leave).State Cooperative Law  also be one of the factor to be considered.Shanti Ranjan BeheraAdvocate,",Approaching service tribunal can help you.,Approaching service tribunal can help you.
HKG::Q_1320,Query,,HKG,query,Q_1320,,,,,"Hi.I worked in a company from 01-04-2017 to 06-08- 2018. For Financial year 2017-18 Company deducted TDS on my salary but didn't deposit it to the government, hence not issuing 'Form 16'. My 'Form 26 AS' also has no TDS credit for FY 17-18.I have pay slips as a proof that company had deducted TDS .At present I am not working in the company . so I want to know what is the legal remedy I have to recover from them so that I can file the IT return and I don't get demand notice from income tax department.( Hyderabad, Telangana )",You have to contact a Professional Income Tax Lawyer from the panel to take up the issue of TDS deducted under the IT ACT & obtain the details and also issue a legal notice as required on the company quickly.,"Dear Client,Firstly, bring it t o the notice of Income Tax Authorities.Secondly, Serve a Legal Notice immediately.Just let me know the outcome and I will let you knowwhat to do next.Shanti Ranjan Behera,Advocate","Dear Sir,You are having big BONAZA in your hand. I will suggest as to how to get benefit out of such blunder mistakes committed by your company."
HKG::Q_1321,Query,,HKG,query,Q_1321,,,,,"Hi Sir/Mam, I am currently working as clerk in government department. I am on probation. I want to know if my superior make bad remarks in my acr due to malafide intentions and extend my probation period. What rights do I have in such circumstances. Can I complain about it to someone?( Kurukshetra, Haryana )","Dear Sir,In service everything may happen. Be loyal to your superior and try to change the unit. You cannot fight against each Superior though you are hard worker and honest. Sail with the system.","Dear Sir,In service everything may happen. Be loyal to your superior and try to change the unit. You cannot fight against each Superior though you are hard worker and honest. Sail with the system.","Dear Sir,In service everything may happen. Be loyal to your superior and try to change the unit. You cannot fight against each Superior though you are hard worker and honest. Sail with the system."
HKG::Q_1322,Query,,HKG,query,Q_1322,,,,,"I have resigned my company on 30 October 2022, i was supposed to get my F&amp;F from there, which has not happened as the company is for NOC from my partners(Distributor) to give my F&amp;F and till date there is no any dispute raised by any of my partners(Distributor)( Bangalore, Karnataka )","Dear Client,The Company is not allowed to withhold your Full and Final Settlement amount after the resignation. It is important to serve the required notice period and adhere to other exit procedure in order to be entitled to the entire FNF amount. In this case, to address the default, you can send a legal notice to the company and demand for the recovery of settlement amount. You can also file a complaint before the State Labour Commissioner regarding the unpaid settlement dues. Further, if your concerns are not addressed, you can file a suit against the employer before the Labour Court under Section 33C(2) of the Industrial Dispute Act, 1947 (ID Act) and seek for the recovery of the amount. If you are not covered under the definition of workmen in Section 2(s) of the I D Act, then you can file a civil suit. You can file a case before the jurisdictional civil court under Order 37 of the Civil Procedure Code, 1908 and seek for the FNF settlement. If required, you can consult an advocate for advice and compliance.Hope it helps.Thank you.","Dear Client,Your query requires more details and transparency in explaining the cause of action that attracts legal remedies. However, it may be noted that if you tender your resignation following the terms and conditions of your appointment letter, then on acceptance of resignation and cessation of employment, a company is duty-bound to release your F & F Settlement dues and cannot withhold the same in the absence of any valid or cogent reasons. In the given situation, in case you are a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947, then serving a legal notice, you can file a complaint before the concerned State Labour Commissioner for redressal of your grievance. In addition, you can file an application under Sec.33C(2) of the ID Act before the State Laour Court claiming your dues from the company, otherwise, if you are holding the position of Manager or Administrative Officer, you have to file a civil suit the company for appropriate relief in the matter. Reach out to an Advocate for guidance and steps.","Dear Client,The Company is not allowed to withhold your Full and Final Settlement amount after the resignation. It is important to serve the required notice period and adhere to other exit procedure in order to be entitled to the entire FNF amount. In this case, to address the default, you can send a legal notice to the company and demand for the recovery of settlement amount. You can also file a complaint before the State Labour Commissioner regarding the unpaid settlement dues. Further, if your concerns are not addressed, you can file a suit against the employer before the Labour Court under Section 33C(2) of the Industrial Dispute Act, 1947 (ID Act) and seek for the recovery of the amount. If you are not covered under the definition of workmen in Section 2(s) of the I D Act, then you can file a civil suit. You can file a case before the jurisdictional civil court under Order 37 of the Civil Procedure Code, 1908 and seek for the FNF settlement. If required, you can consult an advocate for advice and compliance.Hope it helps.Thank you."
HKG::Q_1323,Query,,HKG,query,Q_1323,,,,,"Dear Sir / Madam,
I resigned from a Pvt Ltd company on amicable terms after over 3.5 years' service, all F&amp;F settlement was made after 2 months, however, leave encashment was not made.  

31 days Leave EL was balance which was not paid citing change in Employee benefit policy to pay leave encashment during covid period.  It is an American MNC Subsidiary, but local Directors are pathetic. 

Do i have a right or legal stand as per current the India Labour laws to ask for encashment of leaves from the employer.  Can i file a case in USA for malpractices by their local India subsidiary on HR and claim compensation.( Ahmedabad, Gujarat )","Dear client,If you are not a Manager/Supervisor but a workman as defined by Section 2(s) of the Industrial Dispute Act, it is suggested that you contact the office of the Labour Commissioner concerned to file a complaint against the employer for redress of your grievance, failing which you may file an application under Section 33C(2). Otherwise, you must initiate a civil complaint in Civil Court to obtain appropriate redress in the situation.","Dear client,If you are not a Manager/Supervisor but a workman as defined by Section 2(s) of the Industrial Dispute Act, it is suggested that you contact the office of the Labour Commissioner concerned to file a complaint against the employer for redress of your grievance, failing which you may file an application under Section 33C(2). Otherwise, you must initiate a civil complaint in Civil Court to obtain appropriate redress in the situation.","Dear Claimed,Typically this kind of leave is called Earned Leave because you 'earn' these leaves for days worked and are treated as paid leave. This kind of leave is also known as Vacation Leave (VL) or Privilege Leave (PL) or Flexi Holiday, or Annual Leave (AL). The EL leave type is typically used by employees for personal reasons. As per Industrial Dispute Act, all the workers/employees must be given 1 day for every 20 completed days worked. As per that per year total of 313 working days, hence 15 or 16 days leave can be granted. If your terms of employment allow encashment of Earned Leave up to a fixed limit, then you are entitled to claim encashment of said leave from the Company on your cessation of employment. Such an employee benefits policy is modified provisionally under special circumstances that invoke the clause of force majure that covers COVID/pandemic-driven situations which cannot be applicable or enforceable in a normal situation. A foreign Company when running a business in India, they are abiding by and governed by the law of the land. So, in case of denial of that service-linked benefit on cessation of employment, it may be suggested that if you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then for such an arbitrary action and unfair labour practice, reach out to the office of the Labour Commissioner concerned for filing a complaint against the employer for redressal of your grievance failing which you may file an application u/s.33C(2) of ID Act before the Labour Court claiming any kind of dues from the Company. Otherwise, you have to file a civil suit before the Civil Court for appropriate relief in the matter"
HKG::Q_1324,Query,,HKG,query,Q_1324,,,,,"Dear Lawyer ,
I had sent one calling HR trackers to my email id rather than sending to my manager and this is totally without my knowledge and the client where I was working they are fine now because I have shared the affidavit declaration as I don't hv the data the security team has already deleted immediately and now the payroll company is not giving me the F&F and Releiving letter even after the client senior AD confirmation . It's been 75 days now they are not responding properly please suggest me( Bangalore, Karnataka )","Dear Client,It is advisable to contact the company, and get in touch with the HR or any other authority in this regard. Since confirmation has been granted, there seems to be no valid reason for the same.","Dear Client,It is advisable to contact the company, and get in touch with the HR or any other authority in this regard. Since confirmation has been granted, there seems to be no valid reason for the same.","Dear Client,It is advisable to contact the company, and get in touch with the HR or any other authority in this regard. Since confirmation has been granted, there seems to be no valid reason for the same."
HKG::Q_1325,Query,,HKG,query,Q_1325,,,,,"My reporting manager not signed on Exit form he don't want to do my f&f settlement.how can i get my f&f in immediate basis.( Dehradun, Uttarakhand )",Dear ClientTo get your full and final settlement to your account you will have to send a legal notice to your employer through an advocate. In case you wish us to do so then please get in touch with our team by calling at 7604047602 or by sending a mail at[email protected],Dear ClientTo get your full and final settlement to your account you will have to send a legal notice to your employer through an advocate. In case you wish us to do so then please get in touch with our team by calling at 7604047602 or by sending a mail at[email protected],Dear ClientTo get your full and final settlement to your account you will have to send a legal notice to your employer through an advocate. In case you wish us to do so then please get in touch with our team by calling at 7604047602 or by sending a mail at[email protected]
HKG::Q_1326,Query,,HKG,query,Q_1326,,,,,"Hello,
I left the organisation as per the given 15 days notice period in the Appointment Letter. I got FNF Settlement Ammount also but Ex-Company is not providing me Letter. They just informed me your Manager is not giving approval to release you so we can't help you. I am taking follow-up on mails with higher management also but no response. I joined new organisation and it is completed more than 45 days. Now in this case let me know what can i do..

I have completed my handover process and having all the proofs of it.( Mumbai, Maharashtra )","Dear Client,As per the facts mentioned, you can get a legal notice issued in their favor from the office of labour commissioner.","A.Dear Sir,You may approach office of Labor Commissioner or get issue a legal notice.","Dear Client,As per the facts mentioned, you can get a legal notice issued in their favor from the office of labour commissioner."
HKG::Q_1327,Query,,HKG,query,Q_1327,,,,,"If in any case the labour court gives decision in favour of the employee, for recovery of the employee in 6h1 the Dy labour commissioner makes a promise and during this time the employer goes to the High Court against the order of the labour court, the High Court in it gives order that as per the order of the labour court the money should be deposited in the office of the Dy labour commissioner and 50 per cent of it should be released to the workmen and 50 per cent should be FDR through the office of the Dy labour commissioner. The employer has not followed the High Court order which was raised by the employees in front of the Labour Commissioner but the Labour Commissioner refused saying that there is a stay of the High Court and we cannot do anything for recovery.

I want to know that when the Labour Court had exempted 50 percent back wages and all other legal benefits, the gratuity should have been given to the employees through the Labour Commissioner but it was not given and the provident fund money was also not released. Is this right or wrong. I feel that the Labour Commissioner has done this deliberately in connivance with the employer.

What should be done now?( Gautam Buddha Nagar, Uttar Pradesh )","Dear Client,Your feelings or observations on the subject matter appear to be wrong. In fact, if there is any specific stay order from the High Court staying the implementation of an award passed by the Labour Court post-filing an appeal by the employer challenging the said order, the award implementing authority, i.e, Labour Commissioner, has no power to ignore the said order of the High Court. As per Section 17B of the Industrial Dispute Act, 1947, which deals with the payment of full wages to workmen pending proceedings in higher courts, states that where in any case, a Labour Court, Tribunal or National Tribunal by its award directs the reinstatement of any workman and the employer prefers any proceedings against such award in a High Court or the Supreme Court, the employer shall be liable to pay such workman, during the period of pendency of such proceedings in the High Court or the Supreme Court, full wages last drawn by him, inclusive of any maintenance allowance admissible to him under any rule if the workman had not been employed in any establishment during such period, and an affidavit by such workman had been filed to that effect in such Court, Provided that where it is proved to the satisfaction of the High Court or the Supreme Court that such workman had been employed and had been receiving adequate remuneration during any such period or part thereof, the Court shall order that no wages shall be payable under this section for such period or part, as the case may be. So, the benefit of Section 17B of the I.D. Act, would be available to the employee/workman when there is an award of the Labour Court/Tribunal or National Tribunal to direct reinstatement of the workmen, and the employer prefers any proceeding against such award before the High Court, subject to an affidavit being filed by the employee that he is not gainfully employed. Section 17B was enacted to give protection to workman who, having succeeded in obtaining an award from the Labour Court, Industrial Tribunal or National Tribunal, setting aside an order of termination of their service and directing their reinstatement, is not allowed to resume work, because the employer has challenged the order before the High Court or before the Supreme Court. The employer is then made liable to pay the wages last drawn by the employee during the period of pendency of such appeal. The Hon'ble Supreme Court of India in the case of Dena Bank Vs. Kirtikumar T. Patel (1999) 2 SCC 106, held that the object of Section 17B is to relieve to a certain extent the hardship that is caused to the workman due to delay in the implementation of the award during the pendency of proceedings in which the reinstatement award is under challenge before the High Court or the Supreme Court. Hence, given the proposition of relevant laws and the averments of the Apex Court, to refute the stand of the Labour Commissioner, first ensure whether any specific order was passed by the High Court staying the operation or implementation of the Labour Court's award and file an application under Section 17B of the Industrial Disputes Act, 1947, in the High Court where the appeal filed by the employer against the Labour Court/Tribunal's award is pending. It is recommended to consult with an Advocate experienced in industrial tribunal matters for tailored advice and steps to navigate the issue in the right way.","Dear Client,Your feelings or observations on the subject matter appear to be wrong. In fact, if there is any specific stay order from the High Court staying the implementation of an award passed by the Labour Court post-filing an appeal by the employer challenging the said order, the award implementing authority, i.e, Labour Commissioner, has no power to ignore the said order of the High Court. As per Section 17B of the Industrial Dispute Act, 1947, which deals with the payment of full wages to workmen pending proceedings in higher courts, states that where in any case, a Labour Court, Tribunal or National Tribunal by its award directs the reinstatement of any workman and the employer prefers any proceedings against such award in a High Court or the Supreme Court, the employer shall be liable to pay such workman, during the period of pendency of such proceedings in the High Court or the Supreme Court, full wages last drawn by him, inclusive of any maintenance allowance admissible to him under any rule if the workman had not been employed in any establishment during such period, and an affidavit by such workman had been filed to that effect in such Court, Provided that where it is proved to the satisfaction of the High Court or the Supreme Court that such workman had been employed and had been receiving adequate remuneration during any such period or part thereof, the Court shall order that no wages shall be payable under this section for such period or part, as the case may be. So, the benefit of Section 17B of the I.D. Act, would be available to the employee/workman when there is an award of the Labour Court/Tribunal or National Tribunal to direct reinstatement of the workmen, and the employer prefers any proceeding against such award before the High Court, subject to an affidavit being filed by the employee that he is not gainfully employed. Section 17B was enacted to give protection to workman who, having succeeded in obtaining an award from the Labour Court, Industrial Tribunal or National Tribunal, setting aside an order of termination of their service and directing their reinstatement, is not allowed to resume work, because the employer has challenged the order before the High Court or before the Supreme Court. The employer is then made liable to pay the wages last drawn by the employee during the period of pendency of such appeal. The Hon'ble Supreme Court of India in the case of Dena Bank Vs. Kirtikumar T. Patel (1999) 2 SCC 106, held that the object of Section 17B is to relieve to a certain extent the hardship that is caused to the workman due to delay in the implementation of the award during the pendency of proceedings in which the reinstatement award is under challenge before the High Court or the Supreme Court. Hence, given the proposition of relevant laws and the averments of the Apex Court, to refute the stand of the Labour Commissioner, first ensure whether any specific order was passed by the High Court staying the operation or implementation of the Labour Court's award and file an application under Section 17B of the Industrial Disputes Act, 1947, in the High Court where the appeal filed by the employer against the Labour Court/Tribunal's award is pending. It is recommended to consult with an Advocate experienced in industrial tribunal matters for tailored advice and steps to navigate the issue in the right way.","Dear Sir,It seems contempt is made by the employer of the order passed by the High Court. So you have to file a contempt petition before the High Court and see that employer oblige the orders of the High Court."
HKG::Q_1328,Query,,HKG,query,Q_1328,,,,,"My friend has send the company data to his personal email id to keep proof of management behaviour becoz manager has threatened him to resign or terminate. Though company has flagged security breach and now asking my friend for signing legal agreement and certificate for data violation. In this case what action my friend can take? Can he deny signing and still be eligible for experience letter?( Mumbai, Maharashtra )","Dear Client,If the act of your friend is contrary to the terms and conditions of employment, then for breach of such condition of contract, the Employer can treat the act as misconduct and take action accordingly against your friend. But in the absence of any such condition in the contract of employment, the Employer can not force your friend to confess by signing an undertaking or agreement for a data violation. Such an arbitrary and unethical action on the part of the Employer amounted to victimization with ulterior motives and unfair labour practice on the part of the Employer. Once an employee tenders his resignation following the terms of employment and on the expiry of the notice period, an Employer is duty-bound to issue a relieving letter and experience certificate with the disbursement of F & F Settlement dues.  If your friend feels that he cannot continue with the toxic working environment, he may simply tender his resignation following terms of employment without signing any undertaking or accepting the charges of data violation to keep the experience certificate clean and stigma-free. However, for victimization with ulterior motives and unfair labour practice on the part of the Employer, your friend may escalate the matter before the concerned Labour Commissioner for a resolution in the matter.","Dear client,Consult with a lawyer: Your friend should seek legal advice from an employment lawyer as soon as possible. They can review the situation, the company's policies, and the legal agreement presented by the company. A lawyer can provide guidance on the potential consequences of not signing the agreement and the best course of action to protect your friend's interests.Review company policies: Your friend should carefully review the company's policies regarding data security, confidentiality, and acceptable use of company resources, including email. Understanding these policies will help your friend assess their situation better and determine if there were any violations.Negotiate with the company: Depending on the circumstances, your friend may consider negotiating with the company to find a resolution that is mutually acceptable. This could involve explaining their intentions behind saving the data and seeking an understanding from the company regarding their concerns.Document everything: Your friend should keep records of all communications with the company, including emails, documents, and any discussions with management or HR. These records may be valuable if there are any legal disputes in the future.Seek an experience letter: If your friend decides not to sign the legal agreement and is terminated, they can still request an experience letter from the company. An experience letter typically outlines the period of employment, job responsibilities, and the reason for termination. This can be useful for future job applications.Ultimately, the best course of action will depend on the specific circumstances.","Dear client,Consult with a lawyer: Your friend should seek legal advice from an employment lawyer as soon as possible. They can review the situation, the company's policies, and the legal agreement presented by the company. A lawyer can provide guidance on the potential consequences of not signing the agreement and the best course of action to protect your friend's interests.Review company policies: Your friend should carefully review the company's policies regarding data security, confidentiality, and acceptable use of company resources, including email. Understanding these policies will help your friend assess their situation better and determine if there were any violations.Negotiate with the company: Depending on the circumstances, your friend may consider negotiating with the company to find a resolution that is mutually acceptable. This could involve explaining their intentions behind saving the data and seeking an understanding from the company regarding their concerns.Document everything: Your friend should keep records of all communications with the company, including emails, documents, and any discussions with management or HR. These records may be valuable if there are any legal disputes in the future.Seek an experience letter: If your friend decides not to sign the legal agreement and is terminated, they can still request an experience letter from the company. An experience letter typically outlines the period of employment, job responsibilities, and the reason for termination. This can be useful for future job applications.Ultimately, the best course of action will depend on the specific circumstances."
HKG::Q_1329,Query,,HKG,query,Q_1329,,,,,"I was working in a multinational banking company and  I have around 25 years of experience.  I worked in the bank for 8 years and I have got several rewards and good recognitions, but no promotion. Suddenly my manager and hr called and forced me to resign as my role has become redundant. I was pressurised to quit and i did as they have given a severance amount. Later i came to know that they have replaced my position with another person who is close to my manager and they have replaced several jobs with all their relatives / friends etc. Is there a way to raise this as a complaint? Also while sending me out, my access, laptop were taken back immediately without even allowing me to think. All of my team members witnessed that i lost access to enter the door and it was embarrassing to me. Can I approach this legally?","Dear Sir cases of defamation can be done.take step ,Send notice to that HR and Company, Stating thatSay sorry in written or prepare of case of misbehave and defamation.You shall be file U/s 499 ,and civil defamation under 'C.P.CVidhikarya Lawyer","Dear Sir cases of defamation can be done.take step ,Send notice to that HR and Company, Stating thatSay sorry in written or prepare of case of misbehave and defamation.You shall be file U/s 499 ,and civil defamation under 'C.P.CVidhikarya Lawyer","Since it was a private bank job hence you cannot reach out to Administrative Tribunal ( if you were in managerial post) and labour commissioner (if you were in staff/clerical post) as the private jobs are contractual in nature. And since you have resigned as forced or planned by your manager and HR then probably they would have taken all the steps to ensure that what ever they do they do not cross the line of legality.So, legally you will not be able to take any strong step unless you are in a position to declare and confirm that there has been breach of contract.Now one way is left for you is to write to the higher management as whistle blower, to expose whatever is being done by your ex manager. The Bank may take some step against them."
HKG::Q_1330,Query,,HKG,query,Q_1330,,,,,"I am a full time employee for techmahindra, the client i was working for has ended the contract with techmahindra. So techmahindra has laid off me. I am in my 5 th month pregnancy. Can they terminate me during pregnancy? TechMahindra told they will give monetary support. I wanted to know  as per law what is the compensation they have to pay me.( Bangalore, Karnataka )","Dear Client,The Maternity Benefit Act 1961 states that employers cannot fire or dismiss their women employees solely because they are pregnant.  If you're pregnant and lose your job through no fault of your own, you may be entitled to unemployment benefits. It's illegal for employers to discriminate against you based on pregnancy status. As per the Maternity Benefit Act of 1961, the duration of maternity leave for both first and second-time mothers is 6 months or 26 weeks. This leave can be availed either before or within 6 months from the date of delivery of the child.The maternity leave is awarded with full pay on completion of at least 80 days in an establishment in the 12 months prior to her expected date of delivery. The maternity benefit is awarded at the rate of the average daily wage for the period of a worker's actual absence from work. So, on refusal by your employer o extend you the benfit you need to make a complaint against your employer before the compentent authority i.e, iether before the State Labour Commissioner or the Central Labour Commissioner for redressal of your grievance.","Dear client,In India, the Maternity Benefit Act of 1961 provides certain rights and benefits to pregnant employees. According to this law, a woman who has been employed for at least 80 days in the 12 months prior to her expected delivery date is entitled to maternity leave and other benefits.Under the Maternity Benefit Act, a woman is entitled to a maximum of 26 weeks of maternity leave. This can include up to 8 weeks of leave before the expected delivery date. The law also mandates that employers must provide a certain amount of monetary support during the period of maternity leave, although the exact amount may vary.If you believe that your termination was solely due to your pregnancy, it may be advisable to consult with a labor lawyer or contact the appropriate labor authorities in your jurisdiction to understand your rights and seek further advice. They will be able to provide you with specific guidance based on the relevant laws and regulations in your area.","Dear Client,The Maternity Benefit Act 1961 states that employers cannot fire or dismiss their women employees solely because they are pregnant.  If you're pregnant and lose your job through no fault of your own, you may be entitled to unemployment benefits. It's illegal for employers to discriminate against you based on pregnancy status. As per the Maternity Benefit Act of 1961, the duration of maternity leave for both first and second-time mothers is 6 months or 26 weeks. This leave can be availed either before or within 6 months from the date of delivery of the child.The maternity leave is awarded with full pay on completion of at least 80 days in an establishment in the 12 months prior to her expected date of delivery. The maternity benefit is awarded at the rate of the average daily wage for the period of a worker's actual absence from work. So, on refusal by your employer o extend you the benfit you need to make a complaint against your employer before the compentent authority i.e, iether before the State Labour Commissioner or the Central Labour Commissioner for redressal of your grievance."
HKG::Q_1331,Query,,HKG,query,Q_1331,,,,,"Hi sir, 
I have worked in an office for 1yr and 1 month (relieved on Aug 22,2019) but till now they didn't give the settlement amount and also they didn't update the amount in my pf portal. 
How can I get that amount?( Chennai, Tamil Nadu )","Hi,You can approach the NCLT with your grievances. A civil suit for money recovery can also be filed against them.If you found this helpful, please rate us.","Hi,Approach the NCLT  with your complaint and claim your dues. You can also claim damages for breach of contract.If you found this helpful, please rate us.","Hi,Approach the NCLT  with your complaint and claim your dues. You can also claim damages for breach of contract.If you found this helpful, please rate us."
HKG::Q_1332,Query,,HKG,query,Q_1332,,,,,"Respected Sir/Mam
I have been working in a state Govt PSU as Sub Asst Engineer Electrical since 13 years through service provider with a hope of permanent absorption but the management did not consider me in regular appointment despite of working for the Corporation with honesty and sincerety since above a decade.
I have been performing my duty much more than a regularly employed Employee. I have put my signature in every Govt documents and the PSU organization assigned me a additional statutory post of Vocational Training Instructor Electrical with Govt order. If I am not a Employee of Corporation then how can I put sign in every documents and how Govt PSU assigned me a additional post in Govt order So kindly Guide me whether I can file a petition against the Corporation to became permanent.( Cuttack, Orissa )","Hi,The government will consider so many things before granting a permanent position to an employee. In some states, an employee can become a permanent employee being served for a certain number of years as a contractual employee.  You can file a suit in court pleading to appoint you as a permanent employee since you have 13 years of experience.Please rate my answerThank You","Hi,The government will consider so many things before granting a permanent position to an employee. In some states, an employee can become a permanent employee being served for a certain number of years as a contractual employee.  You can file a suit in court pleading to appoint you as a permanent employee since you have 13 years of experience.Please rate my answerThank You","A.Dear Sir,You may approach concerned Service Tribunal or High Court and take a chance to redress your grievance and most probably you may win."
HKG::Q_1333,Query,,HKG,query,Q_1333,,,,,"I am working in a company at mumbai city.I am 5months pregnant and this is known to my manager.Now I came to know that my company is on the verge to terminate some people (since most of the senior management has been terminated)and so I will be the first one who will be targeted due to my pregnancy.At this point I don’t really know how to just save my job.Do we have any way out as per Indian maternity benefit act to save myself from this?Is company legally ok to terminate its pregnant employee?

The job is really important for me at this point of time since this is major source of income to my family.

Pls suggest,what should be my course of action.( Mumbai, Maharashtra )","A.AN employer cannot fire a pregnant woman as per the Maternity Laws of India. If it does that then then the employer will be penalized for the same. Under Section 12 employer is barred from firing and if the employer does so then under Section 21 the employer will be penalized.Section 12 in The Maternity Benefit Act, 196112. Dismissal during absence of pregnancy.—(1) When a woman absents herself from work in accordance with the provisions of this Act, it shall be unlawful for her employer to discharge or dismiss her during or on account of such absence or to give notice of discharge or dismissal on such a day that the notice will expire during such absence, or to vary to her disadvantage any of the conditions of her service.(2) (a) The discharge or dismissal of a woman at any time during her pregnancy, if the woman but for such discharge or dismissal would have been entitled to maternity benefit or medical bonus referred to in section 8, shall not have the effect of depriving her of the maternity benefit or medical bonus: Provided that where the dismissal is for any prescribed gross misconduct, the employer may, by order in writing communicated to the woman, deprive her of the maternity benefit or medical bonus or both.23 [(b) Any woman deprived of maternity benefit or medical bonus, or both, or discharged or dismissed during or on account of her absence from work in accordance with the provisions of this Act, may, within sixty days from the date on which order of such deprivation or discharge or dismissal is communicated to her, appeal to such authority as may be prescribed, and the decision of that authority on such appeal, whether the woman should or should not be deprived of maternity benefit or medical bonus, or both, or discharged or dismissed shall be final.](c) Nothing contained in this sub-section shall affect the provisions contained in sub-section (1).Section 21 in The Maternity Benefit Act, 196125 [21. Penalty for contravention of Act by employer.—(1) If any employer fails to pay any amount of maternity benefit to a woman entitled under this Act or discharges or dismisses such woman during or on account of her absence from work in accordance with the provisions of this Act, he shall be punishable with imprisonment which shall not be less than three months but which may extend to one year and with fine which shall not be less than two thousand rupees but which may extend to five thousand rupees: Provided that the court may, for sufficient reasons to be recorded in writing, impose a sentence of imprisonment for a lesser term or fine only in lieu of imprisonment.(2) If any employer contravenes the provisions of this Act or the rules made thereunder, he shall, if no other penalty is elsewhere provided by or under this Act for such contravention, be punishable with imprisonment which may extend to one year, or with fine which may extend to five thousand rupees, or with both: Provided that where the contravention is of any provision regarding maternity benefit or regarding payment of any other amount and such maternity benefit or amount has not already been recovered, the court shall, in addition, recover such maternity benefit or amount as if it were a fine and pay the same to the person entitled thereto.]",As such law does not restrict employer in any manner that a pregnant woman cannot be terminated. As per law pregnant woman is only permitted three months pregancy leave with all benefits and seniority. So merely because you are pregnant does not mean that employer cannot terminate your services. It is clarified that under pregnancy benefit Act an employer cannot terminate on the ground of pregnancy or absence on account maternity leave. Talk to employer and try to convince them.,"Hi,Because the employment selection is based on merit, ma'am, the termination will also be based on merit. However, according to Indian law, unilaterally terminating your service term while your absence is unlawful. Try talking to your employer and let them know the position of your income and the circumstances you are in, I am sure the employer would accommodate you.Thank you very much. Please give the answer a rating."
